,player.bye_weeks.week,player.display_position,player.editorial_player_key,player.editorial_team_abbr,player.editorial_team_full_name,player.editorial_team_key,player.editorial_team_url,player.eligible_positions,player.eligible_positions_to_add,player.headshot.size,player.headshot.url,player.image_url,player.is_keeper.status,player.is_keeper.cost,player.is_keeper.kept,player.is_undroppable,player.name.ascii_first,player.name.ascii_last,player.name.first,player.name.full,player.name.last,player.player_advanced_stats.coverage_type,player.player_advanced_stats.season,player.player_advanced_stats.stats,player.player_id,player.player_key,player.player_points.coverage_type,player.player_points.season,player.player_points.total,player.player_stats.coverage_type,player.player_stats.season,player.player_stats.stats,player.position_type,player.primary_position,player.status,player.status_full,player.uniform_number,player.url,player.has_player_notes,player.player_notes_last_timestamp,player.has_recent_player_notes,player.injury_note
57,14,QB,nfl.p.25798,Ind,Indianapolis Colts,nfl.t.11,https://sports.yahoo.com/nfl/teams/indianapolis/,['QB'],,small,https://s.yimg.com/iu/api/res/1.2/CNpa0.0GCFgRIw.lXgQtAw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09012022/25798.png,https://s.yimg.com/iu/api/res/1.2/CNpa0.0GCFgRIw.lXgQtAw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09012022/25798.png,False,False,False,0,Nick,Foles,Nick,Nick Foles,Foles,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25798,406.p.25798,season,2021,17.6,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,QB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/25798,,,,
58,7,WR,nfl.p.25802,Dal,Dallas Cowboys,nfl.t.6,https://sports.yahoo.com/nfl/teams/dallas/,['WR'],,small,https://s.yimg.com/iu/api/res/1.2/lz0rrJLMr1Yc6S0RuEtreQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142022/25802.png,https://s.yimg.com/iu/api/res/1.2/lz0rrJLMr1Yc6S0RuEtreQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142022/25802.png,False,False,False,0,T.Y.,Hilton,T.Y.,T.Y. Hilton,Hilton,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25802,406.p.25802,season,2021,74.1,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,WR,NA,Inactive: Coach's Decision or Not on Roster,0.0,https://sports.yahoo.com/nfl/players/25802,,,,
59,6,RB,nfl.p.25807,NO,New Orleans Saints,nfl.t.18,https://sports.yahoo.com/nfl/teams/new-orleans/,['RB'],,small,https://s.yimg.com/iu/api/res/1.2/3XtnOc.LFiY7njnJb.P2QQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/25807.png,https://s.yimg.com/iu/api/res/1.2/3XtnOc.LFiY7njnJb.P2QQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/25807.png,False,False,False,0,Lamar,Miller,Lamar,Lamar Miller,Miller,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25807,406.p.25807,season,2021,0.0,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,RB,NA,Inactive: Coach's Decision or Not on Roster,0.0,https://sports.yahoo.com/nfl/players/25807,,,,
60,6,WR,nfl.p.25810,SF,San Francisco 49ers,nfl.t.25,https://sports.yahoo.com/nfl/teams/san-francisco/,['WR'],,small,https://s.yimg.com/iu/api/res/1.2/Hf3DM4muHewDWw7iHaJ.GQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/25810.png,https://s.yimg.com/iu/api/res/1.2/Hf3DM4muHewDWw7iHaJ.GQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/25810.png,False,False,False,0,Travis,Benjamin,Travis,Travis Benjamin,Benjamin,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25810,406.p.25810,season,2021,-2.0,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,WR,NA,Inactive: Coach's Decision or Not on Roster,0.0,https://sports.yahoo.com/nfl/players/25810,,,,
61,6,QB,nfl.p.25812,Atl,Atlanta Falcons,nfl.t.1,https://sports.yahoo.com/nfl/teams/atlanta/,['QB'],,small,https://s.yimg.com/iu/api/res/1.2/AI5jJpWCcspmhIMd6rK4zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/03262024/25812.png,https://s.yimg.com/iu/api/res/1.2/AI5jJpWCcspmhIMd6rK4zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/03262024/25812.png,False,False,False,0,Kirk,Cousins,Kirk,Kirk Cousins,Cousins,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25812,406.p.25812,season,2021,356.64,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,QB,,,18.0,https://sports.yahoo.com/nfl/players/25812,,,,
62,10,K,nfl.p.25871,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['K'],,small,https://s.yimg.com/iu/api/res/1.2/ypVBsbiRVtsfBjr3aFUMlw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092022/25871.png,https://s.yimg.com/iu/api/res/1.2/ypVBsbiRVtsfBjr3aFUMlw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092022/25871.png,False,False,False,0,Randy,Bullock,Randy,Randy Bullock,Bullock,,,,25871,406.p.25871,season,2021,127.0,season,2021,"[{'stat': {'stat_id': 19, 'value': 0.0}}, {'stat': {'stat_id': 20, 'value': 0.0}}, {'stat': {'stat_id': 21, 'value': 0.0}}, {'stat': {'stat_id': 22, 'value': 0.0}}, {'stat': {'stat_id': 23, 'value': 0.0}}, {'stat': {'stat_id': 24, 'value': 0.0}}, {'stat': {'stat_id': 25, 'value': 0.0}}, {'stat': {'stat_id': 29, 'value': 0.0}}, {'stat': {'stat_id': 30, 'value': 0.0}}]",K,K,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/25871,,,,
63,9,WR,nfl.p.25876,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['WR'],,small,https://s.yimg.com/iu/api/res/1.2/WklbLgXV93clIqlW48VHmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/25876.png,https://s.yimg.com/iu/api/res/1.2/WklbLgXV93clIqlW48VHmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/25876.png,False,False,False,0,Marvin,Jones Jr.,Marvin,Marvin Jones Jr.,Jones Jr.,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25876,406.p.25876,season,2021,181.2,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,WR,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/25876,,,,
64,6,K,nfl.p.25881,NYJ,New York Jets,nfl.t.20,https://sports.yahoo.com/nfl/teams/ny-jets/,['K'],,small,https://s.yimg.com/iu/api/res/1.2/v6JA0sVA3yJE9gnBG.q1Fw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092024/25881.png,https://s.yimg.com/iu/api/res/1.2/v6JA0sVA3yJE9gnBG.q1Fw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092024/25881.png,False,False,False,0,Greg,Zuerlein,Greg,Greg Zuerlein,Zuerlein,,,,25881,406.p.25881,season,2021,134.0,season,2021,"[{'stat': {'stat_id': 19, 'value': 0.0}}, {'stat': {'stat_id': 20, 'value': 0.0}}, {'stat': {'stat_id': 21, 'value': 0.0}}, {'stat': {'stat_id': 22, 'value': 0.0}}, {'stat': {'stat_id': 23, 'value': 0.0}}, {'stat': {'stat_id': 24, 'value': 0.0}}, {'stat': {'stat_id': 25, 'value': 0.0}}, {'stat': {'stat_id': 29, 'value': 0.0}}, {'stat': {'stat_id': 30, 'value': 0.0}}]",K,K,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/25881,,,,
65,10,RB,nfl.p.25883,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['RB'],,small,https://s.yimg.com/iu/api/res/1.2/Gysh6ecFQwyNy5Ic1YR8Rw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/11172020/25883.png,https://s.yimg.com/iu/api/res/1.2/Gysh6ecFQwyNy5Ic1YR8Rw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/11172020/25883.png,False,False,False,0,Alfred,Morris,Alfred,Alfred Morris,Morris,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",25883,406.p.25883,season,2021,0.0,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,RB,NA,Inactive: Coach's Decision or Not on Roster,0.0,https://sports.yahoo.com/nfl/players/25883,,,,
66,6,TE,nfl.p.26016,Atl,Atlanta Falcons,nfl.t.1,https://sports.yahoo.com/nfl/teams/atlanta/,['TE'],,small,https://s.yimg.com/iu/api/res/1.2/tH6cvdxk8MkUyW_cUmbdkQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09142022/26016.png,https://s.yimg.com/iu/api/res/1.2/tH6cvdxk8MkUyW_cUmbdkQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09142022/26016.png,False,False,False,0,Beau,Brinkley,Beau,Beau Brinkley,Brinkley,season,2021.0,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",26016,406.p.26016,season,2021,0.0,season,2021,"[{'stat': {'stat_id': 2, 'value': 0.0}}, {'stat': {'stat_id': 3, 'value': 0.0}}, {'stat': {'stat_id': 4, 'value': 0.0}}, {'stat': {'stat_id': 5, 'value': 0.0}}, {'stat': {'stat_id': 6, 'value': 0.0}}, {'stat': {'stat_id': 7, 'value': 0.0}}, {'stat': {'stat_id': 8, 'value': 0.0}}, {'stat': {'stat_id': 9, 'value': 0.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 0.0}}, {'stat': {'stat_id': 18, 'value': 0.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 0.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]",O,TE,NA,Inactive: Coach's Decision or Not on Roster,0.0,https://sports.yahoo.com/nfl/players/26016,,,,
