,def_season,def_team,def_special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_safeties,def_misc_yards,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_fumble_recovery_tds,def_punt_returns,def_punt_return_yards,def_kickoff_returns,def_kickoff_return_yards
225,2021,ATL,0,637,91,481,44,174,14,17,148,59,12,202,77,2,1,0,8,8,0,23,189,46,999
226,2021,BAL,0,607,74,370,60,269,8,33,227,96,9,38,72,1,0,0,6,6,1,26,360,32,737
227,2021,BUF,0,580,120,318,71,329,12,41,267,91,19,238,80,1,0,0,11,11,0,37,316,33,790
228,2021,CAR,1,614,78,404,69,317,14,39,293,94,9,103,52,0,1,4,7,7,0,24,213,28,620
229,2021,CHI,1,633,75,385,71,339,14,49,366,83,8,135,56,1,1,0,8,8,1,29,338,51,1180
230,2021,CIN,0,642,77,411,73,277,17,41,265,99,13,266,63,1,0,0,8,8,1,36,261,33,662
231,2021,CLE,0,600,104,398,65,290,12,43,273,102,13,148,79,1,0,0,6,6,1,47,337,40,828
232,2021,DAL,3,624,63,333,61,307,13,41,297,114,26,405,83,5,0,5,8,8,1,28,185,29,719
233,2021,DEN,0,578,63,381,58,283,6,36,249,83,13,221,73,1,0,0,6,6,0,28,230,18,291
234,2021,DET,0,640,94,430,51,240,10,30,201,63,11,108,68,0,0,0,8,8,0,22,236,36,880
235,2021,GB,0,633,77,295,46,249,10,38,287,93,18,164,74,2,0,0,8,8,0,25,199,30,531
236,2021,HOU,1,644,119,437,67,273,16,32,225,70,17,295,64,1,1,0,8,8,0,26,188,43,1006
237,2021,IND,2,632,134,336,55,236,18,33,223,86,19,175,69,0,1,12,14,15,1,23,170,33,808
238,2021,JAX,2,647,80,426,55,268,9,32,236,83,7,57,50,0,0,109,2,2,1,19,159,36,799
239,2021,KC,0,634,56,368,42,192,18,31,209,91,15,160,69,2,0,0,14,14,2,19,228,30,702
240,2021,LA,1,631,116,444,75,337,15,50,367,95,19,192,72,0,0,0,6,6,0,19,215,34,686
241,2021,LAC,1,641,101,427,55,221,19,35,231,89,11,70,56,0,0,0,10,10,1,18,107,39,976
242,2021,LV,0,628,85,453,53,239,13,35,207,114,6,68,74,0,1,0,9,9,0,32,309,35,694
243,2021,MIA,1,585,113,403,60,354,14,47,367,128,14,175,91,3,0,2,12,12,2,29,190,19,330
244,2021,MIN,2,657,107,443,55,350,13,51,378,101,16,256,68,2,0,0,8,8,0,26,206,32,849
245,2021,NE,0,579,142,402,50,264,10,36,256,86,23,322,89,3,0,0,7,7,0,28,316,25,544
246,2021,NO,0,659,56,376,76,344,13,46,310,113,18,313,81,2,0,33,7,7,0,35,349,37,838
247,2021,NYG,0,629,98,544,47,184,12,34,205,79,15,135,83,1,1,0,7,7,0,26,197,33,683
248,2021,NYJ,1,654,114,448,55,287,13,31,245,88,7,114,61,1,0,0,7,7,0,17,206,50,1371
249,2021,PHI,0,607,65,507,62,287,13,29,220,83,12,142,56,2,0,8,4,4,3,33,239,34,630
250,2021,PIT,1,674,116,406,85,375,18,55,321,106,13,105,80,0,0,9,9,9,0,40,370,38,849
251,2021,SEA,1,671,160,504,52,250,9,33,250,92,11,92,80,0,1,41,7,7,0,23,192,38,894
252,2021,SF,0,634,71,411,83,393,22,48,364,103,9,136,55,2,0,0,11,11,0,34,279,34,642
253,2021,TB,0,676,60,316,73,315,16,47,285,127,17,177,85,2,0,0,12,12,0,35,250,30,592
254,2021,TEN,0,601,104,350,62,335,13,42,309,93,16,128,83,2,0,0,6,6,2,30,293,40,778
255,2021,WAS,1,612,85,417,54,220,9,37,180,104,11,120,61,2,0,0,7,7,0,16,134,36,904
256,2022,ARI,0,618,128,402,71,331,12,36,266,106,11,246,77,3,0,0,9,9,2,35,289,31,686
257,2022,ATL,2,567,108,524,48,233,8,21,148,69,10,124,69,1,1,27,7,7,1,18,292,28,634
258,2022,BAL,1,625,93,359,68,315,14,48,305,95,14,105,77,0,0,0,11,11,0,20,214,27,659
259,2022,BUF,2,593,119,323,80,357,11,40,288,98,17,165,90,1,2,0,10,10,0,29,276,36,908
260,2022,CAR,0,652,81,435,74,329,9,35,230,91,10,189,62,2,0,1,7,7,2,34,216,31,747
261,2022,CHI,0,622,125,383,50,194,14,20,124,43,14,201,50,0,0,0,9,9,0,23,198,38,996
262,2022,CIN,0,555,94,396,47,165,14,30,163,102,13,133,75,0,0,0,11,11,1,33,340,29,596
263,2022,CLE,1,575,102,404,59,245,11,34,211,66,11,57,85,1,0,0,9,9,2,31,298,41,943
264,2022,DAL,0,692,69,365,77,368,22,54,352,110,16,60,59,0,0,14,17,17,3,29,303,22,526
265,2022,DEN,0,599,115,447,56,257,16,36,245,81,15,89,67,0,1,0,8,8,0,37,308,24,420
266,2022,DET,1,629,129,357,59,296,14,39,267,100,12,157,62,1,1,0,10,10,0,20,264,34,889
267,2022,GB,1,599,111,391,55,215,12,34,204,87,17,351,63,2,1,-3,7,7,0,35,316,47,1205
268,2022,HOU,0,679,150,418,69,277,14,39,217,78,16,253,65,1,1,0,11,11,1,37,362,22,513
269,2022,IND,1,665,105,403,80,327,14,44,267,90,10,141,62,2,0,24,11,11,0,34,289,43,1197
270,2022,JAX,0,640,108,432,65,254,17,35,203,111,14,232,95,2,0,0,13,13,2,29,230,29,721
271,2022,KC,0,619,88,448,76,360,12,55,388,119,11,225,85,2,1,0,9,9,0,36,241,36,692
272,2022,LA,0,607,103,429,59,281,10,38,250,80,16,240,58,1,0,0,6,6,0,25,183,33,663
273,2022,LAC,0,553,108,368,65,333,15,40,287,77,14,166,64,1,1,0,10,10,0,29,339,27,512
274,2022,LV,0,615,97,433,57,234,10,27,192,94,6,141,55,1,0,0,7,7,2,27,156,32,668
275,2022,MIA,1,611,115,393,64,292,13,40,290,101,8,115,71,0,1,25,6,6,3,19,111,29,549
276,2022,MIN,1,685,120,368,66,282,11,38,241,88,15,186,87,0,0,27,10,10,1,26,167,36,920
277,2022,NE,1,597,131,453,62,336,13,53,346,93,19,383,69,5,0,-2,11,11,2,39,418,36,856
278,2022,NO,0,626,88,406,63,283,13,48,279,87,7,110,67,1,0,0,7,7,0,27,243,27,595
279,2022,NYG,0,598,123,415,62,280,20,40,271,106,6,97,75,1,0,6,13,13,1,29,179,26,555
280,2022,NYJ,1,621,109,413,68,322,11,44,294,130,12,69,73,0,2,20,4,4,0,21,240,31,666
281,2022,PHI,0,652,82,364,88,411,15,69,480,124,17,186,85,2,0,13,10,10,0,35,323,30,663
282,2022,PIT,0,564,106,440,56,269,9,40,287,84,20,152,82,1,0,0,3,3,0,27,160,24,510
283,2022,SEA,1,679,114,386,64,334,18,44,291,98,14,163,81,1,0,86,11,11,0,16,109,30,728
284,2022,SF,0,597,99,397,66,318,16,44,307,121,20,305,78,2,0,0,10,10,1,33,356,26,599
285,2022,TB,0,635,95,389,76,346,12,44,323,104,10,140,59,1,0,0,10,10,0,38,391,28,595
286,2022,TEN,0,644,129,381,60,292,11,39,264,104,14,149,78,1,0,0,6,6,1,36,303,37,792
287,2022,WAS,0,565,75,391,79,374,8,43,279,108,9,68,68,2,1,0,9,9,1,44,336,41,902
288,2023,ARI,0,605,126,420,64,288,6,33,233,59,11,98,66,0,0,0,6,6,1,31,286,18,382
289,2023,ATL,0,589,117,443,56,251,19,42,258,98,8,124,66,1,1,96,8,8,0,33,239,14,236
290,2023,BAL,1,616,111,379,77,419,16,58,435,117,18,258,92,1,1,0,13,13,0,29,417,13,319
291,2023,BUF,1,600,118,336,80,346,14,53,328,117,18,148,79,2,0,0,12,12,0,31,360,17,349
292,2023,CAR,1,542,107,435,55,289,5,27,193,74,8,203,64,2,0,0,3,3,0,37,322,24,637
293,2023,CHI,0,581,111,375,57,206,13,30,202,92,22,245,83,2,0,0,6,6,0,23,188,23,543
294,2023,CIN,1,588,112,412,60,273,11,44,257,110,17,152,74,1,0,0,9,9,0,34,346,17,387
295,2023,CLE,0,598,103,297,88,423,14,48,341,109,18,135,92,2,0,46,10,10,1,41,343,11,261
296,2023,DAL,1,549,110,386,73,353,14,45,296,99,17,249,74,5,1,58,9,9,1,18,98,18,393
297,2023,DEN,1,601,122,400,58,265,19,42,330,100,11,85,62,0,1,-1,15,15,1,20,326,16,398
298,2023,DET,0,600,90,344,68,391,13,41,357,116,16,209,79,1,1,50,6,6,0,29,331,19,421
299,2023,GB,0,626,114,418,64,317,10,45,288,108,7,68,68,1,0,23,11,11,1,26,189,31,783
300,2023,HOU,2,608,135,449,82,390,15,44,349,113,14,63,70,0,0,0,10,10,1,30,292,23,613
301,2023,IND,1,660,137,407,76,378,17,51,315,108,15,256,69,3,1,18,9,9,1,29,267,9,200
302,2023,JAX,0,596,109,371,61,306,12,40,279,107,16,264,84,2,0,0,11,11,0,29,297,29,688
303,2023,KC,0,628,87,309,75,380,15,57,351,125,8,69,72,0,0,0,9,10,2,41,380,12,241
304,2023,LA,0,546,120,430,65,304,7,41,267,91,10,100,76,0,2,0,5,5,0,28,204,9,145
305,2023,LAC,1,642,117,345,70,351,15,48,334,88,9,31,83,0,0,0,12,12,0,24,385,18,390
306,2023,LV,0,636,113,425,69,337,14,46,290,89,13,268,56,3,1,0,9,9,2,25,249,11,262
307,2023,MIA,0,589,123,375,70,350,15,56,371,139,15,270,81,4,0,0,12,12,0,27,265,18,441
308,2023,MIN,0,636,125,441,57,278,22,43,302,91,11,112,67,0,0,0,11,11,2,37,289,19,477
309,2023,NE,1,625,117,421,64,309,15,36,248,78,10,96,66,0,1,4,8,8,1,33,208,18,471
310,2023,NO,1,557,96,420,62,275,8,34,244,77,18,185,99,1,0,0,11,11,1,32,392,22,466
311,2023,NYG,1,649,85,377,64,299,19,34,259,83,18,404,81,3,0,0,13,13,0,35,311,13,249
312,2023,NYJ,1,615,120,410,78,343,14,46,304,107,17,212,91,2,3,0,10,10,1,33,319,24,542
313,2023,PHI,0,651,71,367,67,274,16,43,255,106,9,207,74,2,1,0,8,8,1,29,417,13,254
314,2023,PIT,0,613,117,355,72,328,19,47,304,107,16,184,80,1,1,0,11,11,1,30,257,24,565
315,2023,SEA,0,658,120,468,82,370,13,47,298,97,11,177,77,3,0,10,8,8,0,25,265,26,680
316,2023,SF,0,606,104,366,69,349,10,48,307,122,22,309,84,1,1,0,6,6,0,34,273,20,437
317,2023,TB,0,627,113,409,72,352,18,47,325,84,13,93,64,1,1,0,12,12,0,25,234,16,327
318,2023,TEN,0,634,145,441,72,355,13,45,315,84,6,86,55,1,0,11,8,8,0,42,330,18,372
319,2023,WAS,0,629,111,427,75,267,10,38,164,84,8,85,78,0,0,51,10,10,1,35,278,24,601
320,2024,ARI,1,566,91,497,87,351,17,41,256,76,9,12,63,0,2,0,8,8,2,21,202,25,709
321,2024,ATL,0,628,67,445,79,307,12,31,187,74,12,187,66,3,1,0,6,6,1,21,200,30,791
322,2024,BAL,0,591,61,419,82,362,12,53,314,122,12,102,82,2,0,0,5,5,1,22,213,30,811
323,2024,BUF,0,604,101,425,93,426,18,37,246,94,16,145,60,2,1,0,16,16,1,27,313,24,621
324,2024,CAR,0,650,72,566,65,299,8,32,223,64,9,96,67,0,0,37,8,8,0,24,177,42,1060
325,2024,CHI,2,590,113,447,81,331,17,40,254,100,11,87,66,1,0,21,13,13,0,24,304,27,768
326,2024,CIN,1,592,82,458,72,315,14,36,217,105,15,249,79,2,1,0,10,10,0,34,248,39,1133
327,2024,CLE,1,587,113,403,112,420,12,41,267,108,4,-2,60,0,1,50,8,8,1,45,450,41,1018
328,2024,DAL,3,631,51,447,70,371,18,51,330,105,13,97,70,1,0,0,9,9,0,19,187,34,1091
329,2024,DEN,0,608,87,461,94,444,12,63,360,142,15,430,68,3,2,0,9,9,2,26,408,13,364
330,2024,DET,1,574,61,345,70,316,13,37,256,110,16,155,81,1,0,31,8,8,0,37,479,15,471
331,2024,GB,0,608,84,426,95,436,16,45,301,91,17,288,56,1,0,0,14,14,0,19,158,20,564
332,2024,HOU,0,602,71,385,106,487,11,49,336,98,19,275,89,1,1,0,9,9,2,42,340,23,722
333,2024,IND,0,628,128,496,88,393,18,36,243,83,16,105,57,0,0,0,9,9,1,26,256,22,644
334,2024,JAX,1,655,70,436,82,354,5,34,230,68,6,41,74,0,0,0,3,3,1,27,318,29,746
335,2024,KC,0,623,52,374,87,364,15,39,250,112,13,102,71,0,0,57,7,7,1,31,307,29,785
336,2024,LA,1,561,95,489,72,398,10,38,308,72,13,145,73,2,1,22,7,7,1,18,161,29,794
337,2024,LAC,0,612,60,406,77,309,8,45,235,97,15,173,87,1,0,0,6,6,0,22,263,21,581
338,2024,LV,0,571,81,477,83,367,6,37,293,86,10,130,80,1,0,49,3,3,0,27,264,23,680
339,2024,MIA,0,553,70,412,83,364,8,35,247,81,10,21,69,0,0,2,6,6,0,28,268,26,755
340,2024,MIN,0,586,88,432,96,464,12,48,342,113,24,140,95,2,0,37,9,9,1,24,164,14,341
341,2024,NE,0,582,91,493,63,219,14,28,153,66,7,49,73,0,0,0,5,5,1,30,427,26,662
342,2024,NO,1,671,54,452,77,400,12,39,240,84,14,169,93,0,1,9,3,3,0,24,301,37,1000
343,2024,NYG,2,565,91,525,96,370,16,45,289,94,5,52,60,0,0,60,10,10,0,30,228,36,1019
344,2024,NYJ,1,624,83,413,89,383,14,42,308,84,7,18,56,0,0,0,10,10,0,33,266,29,878
345,2024,PHI,0,579,55,399,81,346,22,41,305,87,13,166,90,1,0,0,13,13,0,28,257,33,875
346,2024,PIT,1,598,70,428,84,388,22,40,275,105,17,209,78,0,0,0,16,16,1,28,289,25,575
347,2024,SEA,1,613,84,472,74,383,14,44,325,112,13,268,74,2,1,0,5,5,2,25,186,38,1065
348,2024,SF,1,585,74,420,67,246,13,36,190,80,11,167,72,1,0,61,6,6,0,32,294,31,884
349,2024,TB,1,614,72,388,81,398,16,46,317,114,7,28,61,0,1,23,11,11,1,21,159,31,816
350,2024,TEN,0,598,101,443,92,339,10,32,202,67,11,86,53,0,2,0,6,6,0,34,253,40,1081
351,2024,WAS,0,606,67,481,86,405,16,43,271,88,7,153,59,1,0,34,10,10,0,25,260,37,1082
352,2025,ARI,0,256,11,213,33,130,5,12,80,35,4,31,40,0,1,0,3,3,1,10,123,27,693
353,2025,ATL,0,190,7,173,25,95,4,15,87,33,6,22,27,0,0,0,3,3,0,8,57,24,501
354,2025,BAL,0,236,11,185,25,93,3,8,53,28,1,61,14,0,0,5,2,2,1,7,111,31,762
355,2025,BUF,0,245,7,109,35,159,8,15,84,28,2,28,16,0,0,0,3,3,0,11,64,26,671
356,2025,CAR,0,243,8,168,25,109,1,11,69,24,6,75,28,1,0,0,1,1,0,11,66,22,514
357,2025,CHI,0,216,19,161,27,106,4,12,56,27,11,204,27,1,0,0,5,5,0,11,121,26,670
358,2025,CIN,0,269,13,245,22,83,2,11,58,28,8,38,30,0,0,0,1,1,0,6,78,33,793
359,2025,CLE,0,221,24,212,46,176,7,18,129,36,5,97,25,1,0,0,3,3,0,13,103,27,644
360,2025,DAL,0,286,6,220,35,169,5,14,102,41,3,89,15,1,0,0,3,3,0,8,61,32,768
361,2025,DEN,0,250,9,211,35,186,4,34,202,73,2,21,39,0,0,0,3,3,0,17,209,28,686
362,2025,DET,1,255,7,173,28,144,9,23,144,42,7,51,42,0,1,0,4,4,0,12,125,25,636
363,2025,GB,0,215,14,202,32,127,1,18,112,52,2,0,24,0,0,37,1,1,0,13,71,19,505
364,2025,HOU,0,219,12,132,30,147,4,14,108,31,7,68,27,0,0,1,3,3,1,14,150,16,409
365,2025,IND,0,270,11,193,37,171,2,19,126,54,9,96,34,1,0,0,2,2,0,5,35,26,764
366,2025,JAX,1,235,10,184,24,82,5,8,59,35,10,186,44,1,0,0,4,4,0,13,172,22,557
367,2025,KC,0,237,7,171,29,76,3,13,52,38,4,25,22,0,0,0,3,3,0,12,106,25,672
368,2025,LA,0,281,17,203,35,194,7,26,171,58,4,0,38,0,0,0,5,5,0,15,126,23,556
369,2025,LAC,0,250,10,184,35,146,2,17,96,36,6,31,35,0,0,0,1,1,0,11,90,28,713
370,2025,LV,0,261,17,195,43,150,5,14,86,31,3,19,25,0,0,0,4,4,0,10,106,28,744
371,2025,MIA,1,282,12,178,28,125,6,14,92,28,1,7,18,0,0,0,5,5,0,9,163,38,1011
372,2025,MIN,0,224,10,178,36,148,8,16,97,27,2,87,15,1,0,0,5,5,1,18,176,26,652
373,2025,NE,2,244,19,189,39,116,4,17,90,35,5,90,20,0,0,0,4,4,1,9,208,28,705
374,2025,NO,0,276,13,173,33,107,5,13,72,34,4,0,31,0,0,0,5,5,1,8,112,32,758
375,2025,NYG,0,283,8,184,38,141,2,14,102,40,4,161,40,0,0,0,1,1,0,16,149,29,791
376,2025,NYJ,1,247,12,220,32,110,7,10,63,24,0,0,28,0,1,50,1,1,0,14,135,40,1126
377,2025,PHI,2,277,12,190,25,83,4,11,61,38,5,83,36,1,0,96,2,2,0,5,48,32,704
378,2025,PIT,0,265,8,184,37,158,7,22,141,59,5,52,37,0,0,0,5,5,0,7,66,24,623
379,2025,SEA,2,290,18,194,41,177,0,23,165,57,8,102,40,0,0,8,0,0,0,16,238,26,739
380,2025,SF,0,252,8,202,33,113,8,9,60,19,0,0,21,0,0,0,6,6,0,13,115,22,534
381,2025,TB,0,273,10,180,45,236,4,20,158,44,5,90,30,1,1,0,3,3,0,14,199,31,751
382,2025,TEN,0,264,19,205,30,122,1,13,93,35,4,17,19,0,0,0,4,4,1,7,97,31,816
383,2025,WAS,1,242,12,232,37,149,4,19,120,42,2,23,31,0,1,0,1,1,0,14,194,30,934
