,display_position,editorial_player_key,editorial_team_abbr,editorial_team_full_name,editorial_team_key,editorial_team_url,eligible_positions,eligible_positions_to_add,has_player_notes,image_url,is_undroppable,player_id,player_key,player_notes_last_timestamp,position_type,primary_position,uniform_number,url,bye_weeks.week,headshot.size,headshot.url,is_keeper.status,is_keeper.cost,is_keeper.kept,name.ascii_first,name.ascii_last,name.first,name.full,name.last,player_advanced_stats.coverage_type,player_advanced_stats.season,player_advanced_stats.stats,player_points.coverage_type,player_points.season,player_points.total,player_stats.coverage_type,player_stats.season,player_stats.stats
0,QB,nfl.p.8795,Cin,Cincinnati Bengals,nfl.t.4,https://sports.yahoo.com/nfl/teams/cincinnati/,['QB'],,1,https://s.yimg.com/iu/api/res/1.2/vhO8VjyUIfV6JbmctwCrag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072025/8795.png,0,8795,461.p.8795,1760673794,O,QB,16,https://sports.yahoo.com/nfl/players/8795,10,small,https://s.yimg.com/iu/api/res/1.2/vhO8VjyUIfV6JbmctwCrag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072025/8795.png,False,False,False,Joe,Flacco,Joe,Joe Flacco,Flacco,season,2025,"[{'stat': {'stat_id': 1001, 'value': 0.0}}, {'stat': {'stat_id': 1002, 'value': 0.0}}, {'stat': {'stat_id': 1003, 'value': 0.0}}, {'stat': {'stat_id': 1004, 'value': 0.0}}, {'stat': {'stat_id': 1005, 'value': 0.0}}, {'stat': {'stat_id': 1006, 'value': 0.0}}, {'stat': {'stat_id': 1007, 'value': 0.0}}, {'stat': {'stat_id': 1008, 'value': 0.0}}, {'stat': {'stat_id': 1009, 'value': 0.0}}, {'stat': {'stat_id': 1010, 'value': 0.0}}, {'stat': {'stat_id': 1011, 'value': 0.0}}, {'stat': {'stat_id': 1012, 'value': 0.0}}, {'stat': {'stat_id': 1013, 'value': 0.0}}]",season,2025,85.79,season,2025,"[{'stat': {'stat_id': 2, 'value': 153.0}}, {'stat': {'stat_id': 3, 'value': 99.0}}, {'stat': {'stat_id': 4, 'value': 1376.0}}, {'stat': {'stat_id': 5, 'value': 7.0}}, {'stat': {'stat_id': 6, 'value': 6.0}}, {'stat': {'stat_id': 7, 'value': 12.0}}, {'stat': {'stat_id': 8, 'value': 11.0}}, {'stat': {'stat_id': 9, 'value': 16.0}}, {'stat': {'stat_id': 10, 'value': 0.0}}, {'stat': {'stat_id': 11, 'value': 0.0}}, {'stat': {'stat_id': 12, 'value': 0.0}}, {'stat': {'stat_id': 13, 'value': 0.0}}, {'stat': {'stat_id': 16, 'value': 1.0}}, {'stat': {'stat_id': 18, 'value': 2.0}}, {'stat': {'stat_id': 58, 'value': 0.0}}, {'stat': {'stat_id': 60, 'value': 0.0}}, {'stat': {'stat_id': 61, 'value': 0.0}}, {'stat': {'stat_id': 62, 'value': 0.0}}, {'stat': {'stat_id': 78, 'value': 0.0}}, {'stat': {'stat_id': 79, 'value': 63.0}}, {'stat': {'stat_id': 57, 'value': 0.0}}]"
