name,week,manager,team_id,position,roster_position,points,2-PT,3 and Outs,4 Dwn Stops,40 Yd Pass TD,40 Yd Rush,40 Yd Rush TD,Blk Kick,Comp,Def Yds Allow,FG Yds,FGM 0-19,FGM 20-29,Fum Lost,Fum Rec,Fum Ret TD,Inc,Int,PAT Made,PAT Miss,Pass 1st Downs,Pass TD,Pass Yds,Pick Six,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Ret Yds,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,TFL,Targets,XPR,Yds Allow 0-99,Yds Allow 100-199,Yds Allow 200-299,Yds Allow 300-399,Yds Allow 400-499,Yds Allow 500+,Yds Allow Neg
De'Von Achane,4,Nick,461.l.254906.t.7,RB,RB,17.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,2,,,20,1,99,0,,,,2,,,,,,,,
David Montgomery,4,Nick,461.l.254906.t.7,RB,RB,1.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,9,0,12,0,,,,1,,,,,,,,
Hunter Henry,4,Nick,461.l.254906.t.7,TE,TE,11.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,39,,,0,0,0,0,,,,2,,,,,,,,
DeVonta Smith,4,Nick,461.l.254906.t.7,WR,W/R/T,4.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,29,,,0,0,0,0,,,,2,,,,,,,,
Tucker Kraft,4,Nick,461.l.254906.t.7,TE,BN,10.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,56,,,0,0,0,0,,,,5,,,,,,,,
Brian Thomas Jr.,4,Nick,461.l.254906.t.7,WR,BN,10.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,49,,,1,0,7,0,,,,7,,,,,,,,
Jayden Daniels,4,Nick,461.l.254906.t.7,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jordan Addison,4,Nick,461.l.254906.t.7,WR,BN,16.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,114,,,0,0,0,0,,,,8,,,,,,,,
Jerome Ford,4,Nick,461.l.254906.t.7,RB,BN,1.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,4,,,1,0,-1,0,,,,2,,,,,,,,
Rachaad White,4,Nick,461.l.254906.t.7,RB,BN,8.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,29,,,6,0,17,0,,,,5,,,,,,,,
Chase McLaughlin,4,Nick,461.l.254906.t.7,K,K,18.5,,,,,,,,,,165,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,4,Nick,461.l.254906.t.7,DEF,DEF,14.94,,2,0,,,,0,,333,,,,,0,,,2,,,,,,,20,0,0,1,0,0,0,0,,,,0,122,,,,2,0,0,4,,0,0,0,0,1,0,0,0
Washington,4,Nick,461.l.254906.t.7,DEF,BN,6.73,,1,0,,,,0,,435,,,,,0,,,1,,,,,,,34,0,0,0,0,1,0,0,,,,0,199,,,,1,0,0,7,,0,0,0,0,0,1,0,0
Quinshon Judkins,4,Nick,461.l.254906.t.7,RB,IR,21.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,33,,,21,1,82,0,,,,4,,,,,,,,
Patrick Mahomes,4,Danielle,461.l.254906.t.10,QB,QB,31.35,0,,,0,0,0,,25,,,,,0,,0,12,0,,,15,4,270,0,,,,,,,,,0,0,0,,,4,0,5,1,,,,0,,,,,,,,
Jaxon Smith-Njigba,4,Danielle,461.l.254906.t.10,WR,WR,13.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,79,,,3,0,11,0,,,,5,,,,,,,,
Wan'Dale Robinson,4,Danielle,461.l.254906.t.10,WR,WR,4.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,14,,,0,0,0,0,,,,5,,,,,,,,
Derrick Henry,4,Danielle,461.l.254906.t.10,RB,RB,7.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,16,,,8,0,42,0,,,,3,,,,,,,,
Jonathan Taylor,4,Danielle,461.l.254906.t.10,RB,RB,14.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,20,,,17,0,76,0,,,,5,,,,,,,,
Travis Kelce,4,Danielle,461.l.254906.t.10,TE,TE,9.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,48,,,0,0,0,0,,,,5,,,,,,,,
J.K. Dobbins,4,Danielle,461.l.254906.t.10,RB,W/R/T,12.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,4,,,16,0,101,0,,,,1,,,,,,,,
Keon Coleman,4,Danielle,461.l.254906.t.10,WR,BN,7.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,45,,,0,0,0,0,,,,4,,,,,,,,
Terry McLaurin,4,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Stefon Diggs,4,Danielle,461.l.254906.t.10,WR,BN,17.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,101,,,0,0,0,0,,,,7,,,,,,,,
Rashid Shaheed,4,Danielle,461.l.254906.t.10,WR,BN,9.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,47,,,2,0,5,0,,,,5,,,,,,,,
C.J. Stroud,4,Danielle,461.l.254906.t.10,QB,BN,20.27,0,,,0,0,0,,22,,,,,0,,0,6,0,,,9,2,233,0,,,,,,,,,0,0,0,,,4,0,11,2,,,,0,,,,,,,,
Brandon Aiyuk,4,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Harrison Butker,4,Danielle,461.l.254906.t.10,K,K,13.2,,,,,,,,,,92,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami,4,Danielle,461.l.254906.t.10,DEF,DEF,9.42,,0,1,,,,0,,404,,,,,3,,,0,,,,,,,21,0,0,0,1,0,0,0,,,,0,96,,,,2,0,0,5,,0,0,0,0,0,1,0,0
Kansas City,4,Danielle,461.l.254906.t.10,DEF,BN,18.44,,0,3,,,,0,,360,,,,,1,,,1,,,,,,,20,0,0,1,0,0,0,0,,,,0,147,,,,3,0,0,3,,0,0,0,0,1,0,0,0
Josh Allen,4,Diego,461.l.254906.t.11,QB,QB,27.36,0,,,1,0,0,,16,,,,,0,,0,6,1,,,10,2,209,0,,,,,,,,,0,0,0,,,7,1,45,3,,,,0,,,,,,,,
Tee Higgins,4,Diego,461.l.254906.t.11,WR,WR,6.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,32,,,0,0,0,0,,,,6,,,,,,,,
Chris Godwin Jr.,4,Diego,461.l.254906.t.11,WR,WR,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,26,,,0,0,0,0,,,,10,,,,,,,,
Alvin Kamara,4,Diego,461.l.254906.t.11,RB,RB,11.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,2,,,15,0,70,0,,,,5,,,,,,,,
D'Andre Swift,4,Diego,461.l.254906.t.11,RB,RB,16.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,22,,,14,1,38,0,,,,6,,,,,,,,
T.J. Hockenson,4,Diego,461.l.254906.t.11,TE,TE,7.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,39,,,0,0,0,0,,,,5,,,,,,,,
Jameson Williams,4,Diego,461.l.254906.t.11,WR,W/R/T,5.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,40,,,1,0,-3,0,,,,8,,,,,,,,
Mike Evans,4,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Travis Hunter,4,Diego,461.l.254906.t.11,WR,BN,7.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,42,,,0,0,0,0,,,,5,,,,,,,,
Jauan Jennings,4,Diego,461.l.254906.t.11,WR,BN,6.4,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,24,,,0,0,0,0,,,,4,,,,,,,,
J.J. McCarthy,4,Diego,461.l.254906.t.11,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyler Allgeier,4,Diego,461.l.254906.t.11,RB,BN,11.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,16,1,51,0,,,,0,,,,,,,,
Isaac Guerendo,4,Diego,461.l.254906.t.11,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mason Taylor,4,Diego,461.l.254906.t.11,TE,BN,11.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,65,,,0,0,0,0,,,,7,,,,,,,,
Will Reichard,4,Diego,461.l.254906.t.11,K,K,7.9,,,,,,,,,,69,0,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,4,Diego,461.l.254906.t.11,DEF,DEF,21.52,,2,2,,,,1,,376,,,,,1,,,1,,,,,,,23,0,0,0,1,0,0,0,,,,0,151,,,,2,0,1,4,,0,0,0,0,1,0,0,0
Geno Smith,4,Mike D,461.l.254906.t.12,QB,QB,14.98,0,,,0,0,0,,14,,,,,0,,0,7,3,,,6,2,117,0,,,,,,,,,0,0,0,,,4,0,31,0,,,,0,,,,,,,,
Courtland Sutton,4,Mike D,461.l.254906.t.12,WR,WR,19.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,81,,,0,0,0,0,,,,6,,,,,,,,
George Pickens,4,Mike D,461.l.254906.t.12,WR,WR,34.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,2,134,,,0,0,0,0,,,,11,,,,,,,,
Bijan Robinson,4,Mike D,461.l.254906.t.12,RB,RB,29.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,106,,,17,1,75,0,,,,5,,,,,,,,
Kyren Williams,4,Mike D,461.l.254906.t.12,RB,RB,10.4,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,17,,,13,0,77,0,,,,4,,,,,,,,
Brock Bowers,4,Mike D,461.l.254906.t.12,TE,TE,9.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,46,,,0,0,0,0,,,,6,,,,,,,,
Jaylen Waddle,4,Mike D,461.l.254906.t.12,WR,W/R/T,7.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,48,,,0,0,0,0,,,,6,,,,,,,,
Cooper Kupp,4,Mike D,461.l.254906.t.12,WR,BN,6.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,26,,,0,0,0,0,,,,5,,,,,,,,
Tyler Warren,4,Mike D,461.l.254906.t.12,TE,BN,18.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,70,,,2,1,3,0,,,,6,,,,,,,,
Zach Charbonnet,4,Mike D,461.l.254906.t.12,RB,BN,12.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,5,,,12,1,39,0,,,,2,,,,,,,,
Blake Corum,4,Mike D,461.l.254906.t.12,RB,BN,3.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,-5,,,9,0,21,0,,,,4,,,,,,,,
Elic Ayomanor,4,Mike D,461.l.254906.t.12,WR,BN,6.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,44,,,0,0,0,0,,,,7,,,,,,,,
Brock Purdy,4,Mike D,461.l.254906.t.12,QB,BN,24.51,1,,,0,0,0,,22,,,,,1,,0,16,2,,,17,2,309,0,,,,,,,,,0,0,0,,,2,0,13,1,,,,0,,,,,,,,
Brandon Aubrey,4,Mike D,461.l.254906.t.12,K,K,7.2,,,,,,,,,,22,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New England,4,Mike D,461.l.254906.t.12,DEF,DEF,20.3,,2,2,,,,0,,326,,,,,0,,,0,,,,,,,13,0,0,0,0,0,0,1,,,,1,215,,,,1,0,0,5,,0,0,0,0,1,0,0,0
Arizona,4,Mike D,461.l.254906.t.12,DEF,BN,13.57,,1,1,,,,0,,384,,,,,1,,,0,,,,,,,23,0,0,0,1,0,0,0,,,,0,141,,,,3,0,0,9,,0,0,0,0,1,0,0,0
Jalen Hurts,5,Nick,461.l.254906.t.1,QB,QB,18.05,0,,,1,0,0,,23,,,,,0,,0,15,0,,,11,2,280,0,,,,,,,,,0,0,0,,,2,0,3,6,,,,0,,,,,,,,
Amon-Ra St. Brown,5,Nick,461.l.254906.t.1,WR,WR,19.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,0,100,,,0,0,0,0,,,,9,,,,,,,,
Darius Slayton,5,Nick,461.l.254906.t.1,WR,WR,4.1,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,31,,,0,0,0,0,,,,6,,,,,,,,
Cam Skattebo,5,Nick,461.l.254906.t.1,RB,RB,14.4,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,45,,,15,0,59,0,,,,7,,,,,,,,
Michael Carter,5,Nick,461.l.254906.t.1,RB,RB,18.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,22,,,18,1,51,0,,,,5,,,,,,,,
Zach Ertz,5,Nick,461.l.254906.t.1,TE,TE,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,1,,,,,,,,
Tony Pollard,5,Nick,461.l.254906.t.1,RB,W/R/T,14.8,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,11,,,14,1,67,0,,,,3,,,,,,,,
Kareem Hunt,5,Nick,461.l.254906.t.1,RB,BN,18.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,8,,,7,2,49,0,,,,1,,,,,,,,
Rashod Bateman,5,Nick,461.l.254906.t.1,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,3,,,,,,,,
Drake London,5,Nick,461.l.254906.t.1,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashee Rice,5,Nick,461.l.254906.t.1,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Kyle Pitts Sr.,5,Nick,461.l.254906.t.1,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyjae Spears,5,Nick,461.l.254906.t.1,RB,BN,1.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,4,0,14,0,,,,0,,,,,,,,
Jake Elliott,5,Nick,461.l.254906.t.1,K,K,5.1,,,,,,,,,,31,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit,5,Nick,461.l.254906.t.1,DEF,DEF,14.96,,2,0,,,,0,,322,,,,,0,,,3,,,,,,,24,0,0,0,1,0,0,0,,,,0,98,,,,2,1,0,5,,0,0,0,0,1,0,0,0
Houston,5,Nick,461.l.254906.t.1,DEF,BN,16.9,,4,0,,,,0,,207,,,,,0,,,3,,,,,,,10,0,0,0,0,0,0,1,,,,0,70,,,,1,0,0,3,,0,0,0,1,0,0,0,0
Trey Benson,5,Nick,461.l.254906.t.1,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Malik Nabers,5,Nick,461.l.254906.t.1,WR,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Justin Fields,5,Eric,461.l.254906.t.8,QB,QB,26.22,2,,,0,0,0,,32,,,,,0,,0,14,0,,,14,2,283,0,,,,,,,,,0,0,0,,,7,0,26,5,,,,0,,,,,,,,
Ja'Marr Chase,5,Eric,461.l.254906.t.8,WR,WR,30.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,2,110,,,0,0,0,0,,,,10,,,,,,,,
Christian Kirk,5,Eric,461.l.254906.t.8,WR,WR,10.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,64,,,0,0,0,0,,,,4,,,,,,,,
Kenneth Walker III,5,Eric,461.l.254906.t.8,RB,RB,9.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,0,,,10,0,86,0,,,,1,,,,,,,,
Breece Hall,5,Eric,461.l.254906.t.8,RB,RB,18.5,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,42,,,14,0,113,0,,,,5,,,,,,,,
Sam LaPorta,5,Eric,461.l.254906.t.8,TE,TE,20.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,92,,,0,0,0,0,,,,6,,,,,,,,
Xavier Worthy,5,Eric,461.l.254906.t.8,WR,W/R/T,11.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,42,,,1,0,9,0,,,,9,,,,,,,,
Romeo Doubs,5,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rome Odunze,5,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Kyler Murray,5,Eric,461.l.254906.t.8,QB,BN,15.8,0,,,0,0,0,,23,,,,,1,,0,8,0,,,8,0,220,0,,,,,,,,,0,0,0,,,4,1,25,3,,,,0,,,,,,,,
Jaylen Warren,5,Eric,461.l.254906.t.8,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Braelon Allen,5,Eric,461.l.254906.t.8,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Dalton Kincaid,5,Eric,461.l.254906.t.8,TE,BN,17.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,108,,,0,0,0,0,,,,6,,,,,,,,
Joshua Karty,5,Eric,461.l.254906.t.8,K,K,5.8,,,,,,,,,,48,0,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Boswell,5,Eric,461.l.254906.t.8,K,BN,0.0,,,,,,,,,,0,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,5,Eric,461.l.254906.t.8,DEF,DEF,8.01,,1,0,,,,0,,389,,,,,1,,,0,,,,,,,27,0,0,0,1,0,0,0,,,,0,88,,,,1,0,0,6,,0,0,0,0,1,0,0,0
Sam Darnold,5,John,461.l.254906.t.2,QB,QB,36.34,0,,,0,0,0,,28,,,,,0,,0,6,1,,,18,4,341,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Puka Nacua,5,John,461.l.254906.t.2,WR,WR,24.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,10,1,85,,,0,0,0,0,,,,12,,,,,,,,
Quentin Johnston,5,John,461.l.254906.t.2,WR,WR,6.9,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,40,,,1,0,9,0,,,,4,,,,,,,,
Woody Marks,5,John,461.l.254906.t.2,RB,RB,2.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,7,0,24,0,,,,1,,,,,,,,
Christian McCaffrey,5,John,461.l.254906.t.2,RB,RB,27.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,82,,,22,0,57,0,,,,9,,,,,,,,
Trey McBride,5,John,461.l.254906.t.2,TE,TE,9.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,41,,,0,0,0,0,,,,7,,,,,,,,
Michael Pittman Jr.,5,John,461.l.254906.t.2,WR,W/R/T,14.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,39,,,0,0,0,0,,,,6,,,,,,,,
RJ Harvey,5,John,461.l.254906.t.2,RB,BN,6.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,18,,,4,0,12,0,,,,3,,,,,,,,
Bucky Irving,5,John,461.l.254906.t.2,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jordan Love,5,John,461.l.254906.t.2,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Matthew Golden,5,John,461.l.254906.t.2,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jacory Croskey-Merritt,5,John,461.l.254906.t.2,RB,BN,28.0,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,39,,,14,2,111,0,,,,2,,,,,,,,
Brian Robinson Jr.,5,John,461.l.254906.t.2,RB,BN,1.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,5,0,12,0,,,,0,,,,,,,,
Jason Myers,5,John,461.l.254906.t.2,K,K,5.0,,,,,,,,,,0,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis,5,John,461.l.254906.t.2,DEF,DEF,24.48,,0,1,,,,1,,296,,,,,0,,,2,,,,,,,6,0,1,0,0,0,0,0,,,,0,74,,,,4,0,0,6,,0,0,0,1,0,0,0,0
Denver,5,John,461.l.254906.t.2,DEF,BN,16.25,,5,0,,,,0,,302,,,,,0,,,0,,,,,,,17,0,0,1,0,0,0,0,,,,0,125,,,,6,0,0,5,,0,0,0,0,1,0,0,0
Joe Burrow,5,John,461.l.254906.t.2,QB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jaxson Dart,5,Mike D,461.l.254906.t.12,QB,QB,20.28,0,,,0,0,0,,26,,,,,1,,0,14,2,,,10,2,202,0,,,,,,,,,0,0,0,,,7,0,55,1,,,,0,,,,,,,,
Courtland Sutton,5,Mike D,461.l.254906.t.12,WR,WR,17.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,0,99,,,0,0,0,0,,,,10,,,,,,,,
George Pickens,5,Mike D,461.l.254906.t.12,WR,WR,13.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,57,,,0,0,0,0,,,,4,,,,,,,,
Kyren Williams,5,Mike D,461.l.254906.t.12,RB,RB,31.1,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,8,2,66,,,14,0,65,0,,,,10,,,,,,,,
Zach Charbonnet,5,Mike D,461.l.254906.t.12,RB,RB,11.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,12,,,9,1,36,0,,,,2,,,,,,,,
Tyler Warren,5,Mike D,461.l.254906.t.12,TE,TE,14.3,0,,,0,0,0,,0,,,,,0,,0,1,0,,,0,0,0,0,,,,,,,,,4,1,44,,,0,0,0,0,,,,4,,,,,,,,
Jaylen Waddle,5,Mike D,461.l.254906.t.12,WR,W/R/T,24.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,110,,,0,0,0,0,,,,9,,,,,,,,
Brock Bowers,5,Mike D,461.l.254906.t.12,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Bijan Robinson,5,Mike D,461.l.254906.t.12,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Cooper Kupp,5,Mike D,461.l.254906.t.12,WR,BN,11.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,59,,,0,0,0,0,,,,9,,,,,,,,
Blake Corum,5,Mike D,461.l.254906.t.12,RB,BN,1.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,1,0,13,0,,,,2,,,,,,,,
Elic Ayomanor,5,Mike D,461.l.254906.t.12,WR,BN,3.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,18,,,0,0,0,0,,,,4,,,,,,,,
