gsis_unq,wk1_depth,gsis_id,cleaned_name_yahoo,player_key,primary_position,season,gs_unq,bye_weeks.week,player_points.total,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,misc_yards,penalties,penalty_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,def_points_allowed,def_plays_against,def_yds_per_play,def_takeaways,def_cmp_against,def_pass_attempts_against,def_passing_allowed,def_passing_td_allowed,def_passing_ny_attempt,def_passing_1st,def_rushing_attamepts_against,def_rushing_allowed,def_rushing_td_allowed,def_rushing_ny_attempt,def_rushing_1st,def_penalties,def_penalty_yds,def_penalty_1st,def_scoring_drives%,def_TO_drives%,def_exp_pts,def_season,def_3Datt,def_3D%,def_4Datt,def_4D%,def_rz_att,def_rz%,team,def_special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_safeties,def_misc_yards,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_fumble_recovery_tds,def_punt_returns,def_punt_return_yards,def_kickoff_returns,def_kickoff_return_yards,HC,OC,DC,eos_depth
00-0020337_2015,1,00-0020337,steve smith,348.p.5521,WR,2015,00-0020337_2015,9,134,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,73,670,3,0,0,719,256,28,22.41759885,0,0.9318497913769124,0.1092814371257485,0.1414518984851465,0.2629384846282253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,marc trestman,dean pees,99
00-0020337_2016,1,00-0020337,steve smith,359.p.5521,WR,2016,00-0020337_2016,8,184.9,BAL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,101,799,5,0,0,873,281,39,37.94716458611039,2,0.9152348224513172,0.1518796992481203,0.1731455771519238,0.3490214528785271,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,marc trestman,dean pees,1
00-0020494_2014,2,00-0020494,santana moss,331.p.5463,WR,2014,00-0020494_2014,10,21.6,WAS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,116,0,0,0,111,74,6,4.047959221818019,0,1.045045045045045,0.027573529,0.026284632,0.059759536,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,washington commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jay gruden,sean mcvay,jim haslett,3
00-0020498_2014,1,00-0020498,reggie wayne,331.p.5477,WR,2014,00-0020498_2014,10,152.9,IND,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,116,779,2,1,1,1124,273,40,-8.988551591,0,0.6930604982206405,0.1792890262751159,0.1936261843238587,0.404471868,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chuck pagano,pep hamilton,greg manusky,1
00-0020531_2014,1,00-0020531,drew brees,331.p.5479,QB,2014,00-0020531_2014,6,390.78,NO,16,456,659,4952,33,17,29,-186,5,3,5072,2173,260,102.08278814409697,3.444329564126185,0,0.9763406940063092,27,68,1,2,0,8,-3.020744646,0,1,1,1,0,0,0,0,1,0,-0.543649147,0,0,0.001540832,0,0.002311248,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,rob ryan,1
00-0020531_2015,1,00-0020531,drew brees,348.p.5479,QB,2015,00-0020531_2015,11,380.1,NO,15,428,627,4870,32,11,31,-235,4,2,4908,2382,228,104.59660427458503,2.048701165097483,0,0.9922575387123064,24,14,1,0,0,5,-6.81156835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,rob ryan,1
00-0020531_2016,1,00-0020531,drew brees,359.p.5479,QB,2016,00-0020531_2016,5,428.22,NO,16,471,673,5208,37,15,27,-184,4,4,4795,2409,264,111.39707356053854,4.195731468,0,1.0861313868613138,23,20,2,0,0,7,-5.724914374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,dennis allen,1
00-0020531_2017,1,00-0020531,drew brees,371.p.5479,QB,2017,00-0020531_2017,5,328.41,NO,16,386,536,4334,23,8,20,-145,2,0,3417,2369,201,106.64644942046742,4.681356575178064,0,1.2683640620427274,33,12,2,2,0,10,-8.335351701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,dennis allen,1
00-0020531_2018,1,00-0020531,drew brees,380.p.5479,QB,2018,00-0020531_2018,6,375.63,NO,15,364,489,3992,32,5,17,-121,2,1,3502,1827,199,157.30495505122127,6.494570551324188,1,1.1399200456881782,31,22,4,0,0,11,7.614698947552824,0,1,1,1,0,0,0,-2,3,0,-0.848814588,0,0,0.001956947,-0.000530645,0.002563969,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,dennis allen,1
00-0020531_2019,1,00-0020531,drew brees,390.p.5479,QB,2019,00-0020531_2019,9,281.91,NO,11,281,378,2979,27,4,12,-89,0,0,2425,1495,161,92.84857726935644,6.057688961290333,0,1.228453608247423,9,-4,1,0,0,2,2.232561841025017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,dennis allen,1
00-0020531_2020,1,00-0020531,drew brees,399.p.5479,QB,2020,00-0020531_2020,6,260.73,NO,12,275,390,2942,24,6,13,-89,5,2,2361,1478,150,68.77344695507294,1.5980133516492818,0,1.2460821685726386,18,-2,2,0,0,4,-4.355731324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new orleans saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean payton,pete carmichael,dennis allen,1
00-0020578_2014,1,00-0020578,matt bryant,331.p.6243,K,2014,00-0020578_2014,9,149,ATL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,2,1,54,0.90625,0,10,4,8,7,0,0,0,0,0,2,0,40;51;52;46;20;20;52;54;37;43;44;33;34;42;26;44;53;20;23;21;45;28;50;28;22;44;50;32;21,59;57,53,1075,116,53,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike smith,dirk koetter,mike nolan,1
00-0020578_2015,1,00-0020578,matt bryant,348.p.6243,K,2015,00-0020578_2015,10,74,ATL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,4,0,47,0.7777777777777778,1,4,3,6,0,0,0,0,1,3,0,0,41;39;44;47;42;32;42;28;27;21;24;44;36;19,38;48;47;46,0,486,179,0,26,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,kyle shanahan,richard smith,99
00-0020578_2016,1,00-0020578,matt bryant,359.p.6243,K,2016,00-0020578_2016,11,178,ATL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,2,1,59,0.918918919,0,12,7,9,6,0,0,0,0,0,2,0,34;34;29;21;20;21;28;53;46;33;25;33;42;27;31;36;40;29;41;50;38;43;46;45;22;22;59;50;41;51;48;29;50;22,58;53,30,1239,111,30,56,57,1,0,0.9824561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,kyle shanahan,richard smith,1
00-0020578_2017,1,00-0020578,matt bryant,371.p.6243,K,2017,00-0020578_2017,5,162,ATL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,3,2,57,0.8717948717948718,1,6,10,9,8,0,0,0,1,1,1,0,48;28;37;51;53;36;48;40;28;50;23;45;37;29;53;50;29;44;19;49;36;38;36;47;28;52;57;37;48;30;42;30;56;33,59;36;45,37;33,1367,140,70,35,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,steve sarkisian,marquand manuel,1
00-0020578_2018,1,00-0020578,matt bryant,380.p.6243,K,2018,00-0020578_2018,8,106,ATL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,1,0,57,0.9523809523809524,0,4,5,7,4,0,0,0,0,0,1,0,21;52;44;55;28;32;47;45;57;41;45;53;21;32;44;22;33;39;49;37,53,0,797,53,0,33,35,2,0,0.9428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,steve sarkisian,marquand manuel,1
00-0020578_2019,1,00-0020578,matt bryant,390.p.6243,K,2019,00-0020578_2019,9,47,ATL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,0,52,0.6428571428571429,0,1,3,3,2,0,0,0,1,0,4,0,50;34;42;35;29;44;52;47;37,50;32;50;51;53,0,370,236,0,14,15,1,0,0.9333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,dirk koetter,dan quinn,99
00-0020679_2014,1,00-0020679,shaun hill,331.p.6169,QB,2014,00-0020679_2014,10,106.63,LA,8,145,229,1657,8,7,18,-116,5,1,1807,809,82,-23.8988137,-2.402574923,0,0.9169894853348092,10,10,1,2,0,5,-7.345118192,0,1,1,0,0,0,0,0,0,0,-1.452330021,0,0,0.001976285,0,0.002964427,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,los angeles rams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeff fisher,brian schottenheimer,gregg williams,1
00-0020679_2015,2,00-0020679,shaun hill,348.p.6169,QB,2015,00-0020679_2015,5,-1.2,MIN,3,2,7,15,0,0,1,-11,0,0,59,9,1,-6.62935112,-29.05674406,0,0.2542372881355932,4,-5,0,0,0,0,-2.482496237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minnesota vikings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike zimmer,norv turner,george edwards,2
00-0020679_2016,1,00-0020679,shaun hill,359.p.6169,QB,2016,00-0020679_2016,6,12.48,MIN,3,19,35,242,0,0,1,-7,0,0,348,66,12,6.045880342577831,-5.440216405,0,0.6954022988505747,5,5,0,0,0,0,-1.785681234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minnesota vikings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike zimmer,norv turner,george edwards,2
00-0020972_2014,1,00-0020972,billy cundiff,331.p.6154,K,2014,00-0020972_2014,9,101,CLE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,6,1,52,0.7586206896551724,0,6,10,5,1,0,0,0,2,2,1,1,39;25;32;29;38;42;40;40;22;52;33;26;49;29;43;32;33;37;32;37;22;39,50;44;38;60;37;40,36,771,269,36,28,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike pettine,kyle shanahan,jim o'neil,99
00-0020972_2015,99,00-0020972,billy cundiff,348.p.6154,K,2015,00-0020972_2015,8,0,BUF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buffalo bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rex ryan,greg roman,dennis thurman,99
00-0021206_2014,1,00-0021206,josh mccown,331.p.5967,QB,2014,00-0021206_2014,10,135.54,TB,11,184,327,2206,11,14,36,-235,8,3,3268,738,98,-29.44601484,-2.26518393,0,0.6750306,25,127,3,1,1,12,1.3190884016331954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tampa bay buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovie smith,jeff tedford,leslie frazier,1
00-0021206_2015,1,00-0021206,josh mccown,348.p.5967,QB,2015,00-0021206_2015,9,148.16,CLE,8,186,292,2109,12,4,23,-137,6,4,2266,1014,96,15.874762937371989,0.7404264191101337,2,0.9307149161518092,20,98,1,3,2,11,-0.510607199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike pettine,john defilippo,jim o'neil,99
00-0021206_2016,2,00-0021206,josh mccown,359.p.5967,QB,2016,00-0021206_2016,9,57.6,CLE,5,90,165,1100,6,6,18,-126,5,4,1649,450,56,-25.31759648,-6.245190796,1,0.667070952,7,21,0,2,0,2,-3.733876048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hue jackson,hue jackson,ray horton,3
00-0021206_2017,1,00-0021206,josh mccown,371.p.5967,QB,2017,00-0021206_2017,7,227.39,NYJ,13,267,397,2926,18,9,39,-264,6,3,3036,1268,135,13.373195225675929,5.534142267,0,0.9637681159420288,37,124,5,4,1,17,6.621053861803375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new york jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,todd bowles,john morton,kacy rodgers,99
00-0021206_2018,2,00-0021206,josh mccown,380.p.5967,QB,2018,00-0021206_2018,10,25.51,NYJ,4,60,110,539,1,4,7,-35,0,0,805,308,27,-32.38688326,-9.538522945,0,0.6695652173913044,5,32,0,0,0,2,2.8468258538050577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new york jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,todd bowles,jeremy bates,kacy rodgers,2
00-0021206_2019,3,00-0021206,josh mccown,390.p.5967,QB,2019,00-0021206_2019,10,1.36,PHI,2,3,5,24,0,0,0,0,0,0,22,15,2,1.1289297543116843,-15.59153557,0,1.0909090909090908,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug pederson,mike groh,jim schwartz,2
00-0021429_2014,1,00-0021429,carson palmer,331.p.6337,QB,2014,00-0021429_2014,4,126.84,ARI,6,141,224,1626,11,3,9,-59,2,1,2050,747,82,31.872343155031885,0.3294702466220072,0,0.7931707317073171,8,25,0,1,0,1,-4.405354745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,todd bowles,99
00-0021429_2015,1,00-0021429,carson palmer,348.p.6337,QB,2015,00-0021429_2015,9,382.69,ARI,16,342,537,4671,35,11,25,-151,4,2,5765,1756,231,157.61754612943565,5.283398276283627,0,0.8102341717259324,25,24,1,2,0,5,-2.548290346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,1
00-0021429_2016,1,00-0021429,carson palmer,359.p.6337,QB,2016,00-0021429_2016,9,292.72,ARI,15,364,597,4233,26,14,40,-281,8,3,5635,1669,220,33.06378977190047,0.3937852048711953,1,0.7511978704525288,14,38,0,5,1,8,-6.802469832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,1
00-0021429_2017,1,00-0021429,carson palmer,371.p.6337,QB,2017,00-0021429_2017,8,119.92,ARI,7,164,267,1978,9,7,22,-150,0,0,2499,743,95,-4.198267905,-0.034985439,0,0.7915166066426571,14,12,0,2,0,6,0.243019134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,99
00-0021547_2014,1,00-0021547,antonio gates,331.p.6663,TE,2014,00-0021547_2014,10,223.1,LAC,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,98,821,12,1,0,913,251,44,46.40110087049275,0,0.8992332968236583,0.1728395061728395,0.1862885125484595,0.3896612180431809,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,los angeles chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mccoy,frank reich,john pagano,1
00-0021547_2015,99,00-0021547,antonio gates,348.p.6663,TE,2015,00-0021547_2015,10,149,LAC,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,85,630,5,0,0,696,239,33,22.31424322626552,0,0.9051724137931034,0.1289833080424886,0.1438610996279454,0.2941777318032947,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,los angeles chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mccoy,frank reich,john pagano,1
00-0021547_2016,1,00-0021547,antonio gates,359.p.6663,TE,2016,00-0021547_2016,11,147.8,LAC,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,93,548,7,1,1,769,188,34,11.874653744635424,0,0.7126137841352406,0.1648936170212765,0.1565235090576023,0.3569068818722364,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,los angeles chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mccoy,ken whisenhunt,john pagano,1
