,gsis_unq,wk1_depth,gsis_id,cleaned_name_yahoo,player_key,primary_position,season,gs_unq,bye_weeks.week,player_points.total,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,misc_yards,penalties,penalty_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,def_points_allowed,def_plays_against,def_yds_per_play,def_takeaways,def_cmp_against,def_pass_attempts_against,def_passing_allowed,def_passing_td_allowed,def_passing_ny_attempt,def_passing_1st,def_rushing_attamepts_against,def_rushing_allowed,def_rushing_td_allowed,def_rushing_ny_attempt,def_rushing_1st,def_penalties,def_penalty_yds,def_penalty_1st,def_scoring_drives%,def_TO_drives%,def_exp_pts,def_season,def_3Datt,def_3D%,def_4Datt,def_4D%,def_rz_att,def_rz%,team,def_special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_safeties,def_misc_yards,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_fumble_recovery_tds,def_punt_returns,def_punt_return_yards,def_kickoff_returns,def_kickoff_return_yards,HC,OC,DC,eos_depth
33,00-0020337_2014,1.0,00-0020337,steve smith,331.p.5521,WR,2014,00-0020337_2014,11,223.5,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,79,134,1065,6,2,1,1413,363,45,39.161842215806765,0,0.7537154989384289,0.2476894639556377,0.3056456846203764,0.5854861751677201,0,3,30,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,gary kubiak,dean pees,1
34,00-0020337_2015,1.0,00-0020337,steve smith,348.p.5521,WR,2015,00-0020337_2015,9,134.0,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,46,73,670,3,0,0,719,256,28,22.41759885,0,0.9318497913769124,0.1092814371257485,0.1414518984851465,0.2629384846282253,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,marc trestman,dean pees,99
35,00-0020337_2016,1.0,00-0020337,steve smith,359.p.5521,WR,2016,00-0020337_2016,8,184.9,BAL,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,70,101,799,5,0,0,873,281,39,37.94716458611039,2,0.9152348224513172,0.1518796992481203,0.1731455771519238,0.3490214528785271,0,5,55,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,marc trestman,dean pees,1
36,00-0020494_2014,2.0,00-0020494,santana moss,331.p.5463,WR,2014,00-0020494_2014,10,21.6,WAS,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,10,15,116,0,0,0,111,74,6,4.047959221818019,0,1.045045045045045,0.027573529,0.026284632,0.059759536,0,2,25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,washington commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jay gruden,sean mcvay,jim haslett,3
37,00-0020498_2014,1.0,00-0020498,reggie wayne,331.p.5477,WR,2014,00-0020498_2014,10,152.9,IND,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,64,116,779,2,1,1,1124,273,40,-8.988551591,0,0.6930604982206405,0.1792890262751159,0.1936261843238587,0.404471868,0,2,20,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chuck pagano,pep hamilton,greg manusky,1
71,00-0021570_2014,99.0,00-0021570,kassim osgood,331.p.6664,WR,2014,00-0021570_2014,8,0.0,SF,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,5,0,0,-0.363758682,0,0.0,0.002066116,0.00105552,0.003838038,0,2,25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,san francisco 49ers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim harbaugh,greg roman,vic fangio,99
78,00-0022044_2014,99.0,00-0022044,andre johnson,331.p.6339,WR,2014,00-0022044_2014,9,191.6,HOU,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,85,147,936,3,3,3,1358,389,49,-3.757123901,0,0.6892488954344624,0.30625,0.3405215646940822,0.6977400952858576,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,houston texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill o'brien,bill o'brien,romeo crennel,1
79,00-0022044_2015,1.0,00-0022044,andre johnson,348.p.6339,WR,2015,00-0022044_2015,4,115.3,IND,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,41,77,503,4,0,0,792,147,31,13.297345614735576,0,0.63510101,0.1274834437086092,0.1498580889309366,0.2961258278145695,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chuck pagano,pep hamilton,greg manusky,1
80,00-0022044_2016,2.0,00-0022044,andre johnson,359.p.6339,WR,2016,00-0022044_2016,13,29.5,TEN,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,9,23,85,2,0,0,268,15,4,-2.164626368,0,0.3171641791044776,0.046938776,0.056421053,0.1099029001074113,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mularkey,terry robiskie,dick lebeau,99
81,00-0022084_2014,1.0,00-0022084,anquan boldin,331.p.6390,WR,2014,00-0022084_2014,9,220.5,SF,16,0,1,0,0,0,0,0,0,0,18,0,0,-0.415317703,-32.5155288,0,0.0,1,4,0,0,0,0,-0.028526804,0,83,131,1062,5,0,0,1270,400,56,54.70826144962791,0,0.8362204724409449,0.2706611570247934,0.2681021743719654,0.5936632575975658,0,4,45,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,san francisco 49ers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim harbaugh,greg roman,vic fangio,1
82,00-0022084_2015,1.0,00-0022084,anquan boldin,348.p.6390,WR,2015,00-0022084_2015,9,171.9,SF,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,69,111,789,4,1,1,894,282,35,0.234703342,0,0.8825503355704698,0.2114285714285714,0.2291132752434649,0.4775221498132825,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,san francisco 49ers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim tomsula,geep chryst,eric mangini,1
83,00-0022084_2016,1.0,00-0022084,anquan boldin,359.p.6390,WR,2016,00-0022084_2016,10,173.4,DET,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,67,95,584,8,0,0,546,231,41,28.075428572933383,0,1.0695970695970696,0.1637931034482758,0.1235014702555982,0.3321406843513326,0,6,58,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,detroit lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim caldwell,jim bob cooter,teryl austin,1
84,00-0022097_2014,2.0,00-0022097,brandon lloyd,331.p.6460,WR,2014,00-0022097_2014,8,49.4,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,14,35,294,1,0,0,677,74,11,-2.732016945,0,0.4342688330871492,0.07231405,0.1429174583069453,0.208513295,0,2,20,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,san francisco 49ers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim harbaugh,greg roman,vic fangio,2
91,00-0022414_2014,1.0,00-0022414,malcom floyd,331.p.7149,WR,2014,00-0022414_2014,10,174.6,LAC,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,52,92,856,6,0,0,1568,124,39,40.24495633295737,0,0.5459183673469388,0.1622574955908289,0.3199347072026117,0.4673405384280715,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,los angeles chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mccoy,frank reich,john pagano,1
92,00-0022414_2015,1.0,00-0022414,malcom floyd,348.p.7149,WR,2015,00-0022414_2015,10,102.1,LAC,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,30,69,561,3,1,1,1387,86,19,-1.71427214,0,0.4044700793078586,0.1047040971168437,0.2866887143447705,0.3577382457166049,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,los angeles chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mccoy,frank reich,john pagano,1
93,00-0022427_2014,99.0,00-0022427,wes welker,331.p.7027,WR,2014,00-0022427_2014,4,107.4,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,49,64,464,2,0,0,408,193,24,5.184973468780589,0,1.1372549019607845,0.1061359867330016,0.079671939,0.2149743374515821,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john fox,adam gase,jack del rio,1
94,00-0022427_2015,99.0,00-0022427,wes welker,348.p.7027,WR,2015,00-0022427_2015,6,23.2,LA,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,13,22,102,0,0,0,119,50,5,-11.11928729,0,0.8571428571428571,0.047008547,0.031266421,0.092399316,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,los angeles rams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeff fisher,frank cignetti,gregg williams,3
109,00-0022811_2014,1.0,00-0022811,jerricho cotchery,331.p.6867,WR,2014,00-0022811_2014,12,114.0,CAR,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,48,78,580,1,0,0,888,199,29,15.701745248161217,1,0.6531531531531531,0.1444444444444444,0.1668859236985529,0.3334868132556536,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,carolina panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ron rivera,mike shula,sean mcdermott,1
110,00-0022811_2015,2.0,00-0022811,jerricho cotchery,348.p.6867,WR,2015,00-0022811_2015,5,107.1,CAR,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,16,0,0,0,1,1.0726907444186509,0,39,54,485,3,0,0,451,196,26,30.54771545015596,0,1.0753880266075388,0.1093117408906882,0.087065637,0.2249135572819783,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,carolina panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ron rivera,mike shula,sean mcdermott,2
114,00-0022921_2014,1.0,00-0022921,larry fitzgerald,331.p.6762,WR,2014,00-0022921_2014,4,153.4,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,63,104,784,2,1,1,1037,333,39,33.01351387807972,0,0.7560270009643202,0.1853832442067736,0.1720305242203052,0.3984962332643741,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,todd bowles,1
115,00-0022921_2015,1.0,00-0022921,larry fitzgerald,348.p.6762,WR,2015,00-0022921_2015,9,283.5,ARI,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,109,145,1215,9,2,2,1238,462,65,54.37646559989874,0,0.981421648,0.2636363636363636,0.2034845496383958,0.5378937302014224,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,1
116,00-0022921_2016,1.0,00-0022921,larry fitzgerald,359.p.6762,WR,2016,00-0022921_2016,9,244.7,ARI,16,0,1,0,0,0,0,0,0,0,22,0,0,-0.562379278,-44.75806355,0,0.0,2,5,0,0,0,0,-0.431021964,0,107,150,1023,6,2,1,1150,358,60,30.592933922224805,0,0.8895652173913043,0.2358490566037736,0.1853642811089619,0.4835285816819337,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,1
117,00-0022921_2017,1.0,00-0022921,larry fitzgerald,371.p.6762,WR,2017,00-0022921_2017,8,265.79,ARI,16,1,1,21,0,0,0,0,0,0,18,3,1,1.2412540030200034,42.17986464500427,0,1.1666666666666667,0,0,0,0,0,0,0.0,0,109,161,1156,6,1,1,1336,408,66,28.81674384251805,1,0.8652694610778443,0.2719594594594595,0.2300671603237472,0.5689862014158122,0,1,15,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce arians,harold goodwin,james bettcher,1
118,00-0022921_2018,1.0,00-0022921,larry fitzgerald,380.p.6762,WR,2018,00-0022921_2018,9,187.03,ARI,16,1,1,32,1,0,0,0,0,0,28,4,1,3.088042840885464,65.74440598487854,0,1.1428571428571428,0,0,0,0,0,0,0.0,0,69,112,734,6,0,0,1033,205,39,1.6673362071169415,1,0.7105517909002904,0.2367864693446088,0.2596129680824328,0.5369087816746162,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steve wilks,mike mccoy,al holcomb,1
119,00-0022921_2019,1.0,00-0022921,larry fitzgerald,390.p.6762,WR,2019,00-0022921_2019,12,179.4,ARI,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,75,109,804,4,1,1,852,343,40,4.584143122,0,0.943661972,0.2060491493383743,0.2030989272943981,0.4512429731136401,0,2,20,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kliff kingsbury,kliff kingsbury,vance joseph,1
120,00-0022921_2020,1.0,00-0022921,larry fitzgerald,399.p.6762,WR,2020,00-0022921_2020,8,100.9,ARI,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,54,72,409,1,0,0,432,185,25,-1.771350917,0,0.9467592592592592,0.1321100917431192,0.096536313,0.2657405566090923,0,2,20,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,arizona cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kliff kingsbury,kliff kingsbury,vance joseph,1
146,00-0023176_2014,99.0,00-0023176,josh cribbs,331.p.7448,WR,2014,00-0023176_2014,10,1.8,IND,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,8,0,0,0,7,1,0,0.6887503953184932,0,1.1428571428571428,0.001545595,0.001205857,0.003162492,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chuck pagano,pep hamilton,greg manusky,99
156,00-0023310_2014,2.0,00-0023310,lance moore,331.p.7544,WR,2014,00-0023310_2014,9,47.8,PIT,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,14,26,198,2,0,0,324,40,11,8.251048484307947,1,0.6111111111111112,0.043261231,0.061950287,0.1082570476866153,0,1,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,pittsburgh steelers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike tomlin,todd haley,dick lebeau,2
157,00-0023310_2015,2.0,00-0023310,lance moore,348.p.7544,WR,2015,00-0023310_2015,9,85.7,DET,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,29,43,337,4,1,1,421,59,20,9.183541289,0,0.8004750593824228,0.069131833,0.1018877057115198,0.1750191431942053,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,detroit lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jim caldwell,joe lombardi,teryl austin,2
158,00-0023367_2014,1.0,00-0023367,nate washington,331.p.7492,WR,2014,00-0023367_2014,10,117.7,TEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,40,72,647,2,0,0,1002,140,26,16.500150461157318,0,0.6457085828343313,0.1425742574257425,0.2131461391193363,0.3630636835221492,0,1,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ken whisenhunt,jason michael,ray horton,1
159,00-0023367_2015,1.5,00-0023367,nate washington,348.p.7492,WR,2015,00-0023367_2015,9,138.8,HOU,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,47,94,658,4,0,0,1067,162,33,13.62900992543073,0,0.6166822867853796,0.1530944625407166,0.1796598753998989,0.3554036065910042,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,houston texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill o'brien,george godsey,romeo crennel,1
179,00-0023462_2014,1.0,00-0023462,roddy white,331.p.7203,WR,2014,00-0023462_2014,9,214.1,ATL,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,80,125,921,7,3,1,1235,182,54,29.362038645448568,0,0.745748988,0.2006420545746388,0.2522467320261438,0.4775357942802589,0,6,60,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike smith,dirk koetter,mike nolan,1
