,player_id,player_name,sacks_suffered,season,attempts,passing_air_yards,carries,rushing_yards,receptions,receiving_yards,fg_att,pat_att,fg_made_distance,fg_missed_distance
884,00-0010107,D.Loville,0,1999,0,0,40,203,11,50,0,0,0,0
885,00-0010137,R.Lucas,11,1999,270,77,41,144,0,0,0,0,0,0
886,00-0010146,M.Lucky,0,1999,0,0,0,0,5,25,0,0,0,0
892,00-0010194,A.Lynn,0,1999,0,0,2,2,0,0,0,0,0,0
894,00-0010202,M.Lyons,0,1999,0,0,0,0,8,81,0,0,0,0
896,00-0010240,S.Mack,0,1999,0,0,7,40,0,0,0,0,0,0
900,00-0010292,J.Makovicka,0,1999,0,0,8,7,10,70,0,0,0,0
902,00-0010333,K.Mangum,0,1999,0,0,0,0,1,6,0,0,0,0
904,00-0010346,P.Manning,14,1999,532,293,35,73,0,0,0,0,0,0
906,00-0010373,O.Mare,0,1999,0,0,0,0,0,0,46,27,1365,284
907,00-0010379,D.Marino,9,1999,369,245,6,-6,0,0,0,0,0,0
910,00-0010436,C.Martin,0,1999,0,0,3,3,11,22,0,0,0,0
911,00-0010442,C.Martin,0,1999,0,0,367,1464,45,259,0,0,0,0
914,00-0010477,T.Martin,0,1999,0,0,1,-6,67,1037,0,0,0,0
919,00-0010500,D.Mason,0,1999,0,0,0,0,8,89,0,0,0,0
922,00-0010539,T.Mathis,0,1999,0,0,1,0,81,1016,0,0,0,0
924,00-0010560,S.Matthews,13,1999,275,32,14,31,0,0,0,0,0,0
927,00-0010589,D.May,0,1999,0,0,0,0,0,0,0,0,0,0
930,00-0010598,A.Mayes,0,1999,0,0,0,0,8,82,0,0,0,0
931,00-0010599,D.Mayes,0,1999,0,0,0,0,62,829,0,0,0,0
937,00-0010650,E.McCaffrey,0,1999,0,0,0,0,71,1018,0,0,0,0
938,00-0010668,K.McCardell,0,1999,0,0,0,0,78,891,0,0,0,0
944,00-0010747,F.McCrary,0,1999,0,0,0,0,37,201,0,0,0,0
946,00-0010762,A.McCullough,0,1999,0,0,0,0,3,45,0,0,0,0
951,00-0010786,J.McDaniel,0,1999,0,0,0,0,0,0,0,0,0,0
954,00-0010796,D.McDonald,0,1999,0,0,0,0,9,96,0,0,0,0
958,00-0010824,O.McDuffie,0,1999,0,0,0,0,43,516,0,0,0,0
961,00-0010843,W.McGarity,0,1999,0,0,0,0,7,70,0,0,0,0
963,00-0010859,T.McGee,0,1999,0,0,0,0,26,344,0,0,0,0
966,00-0010892,T.McGriff,0,1999,0,0,0,0,3,37,0,0,0,0
969,00-0010942,K.McKenzie,0,1999,0,0,0,0,2,18,0,0,0,0
972,00-0010951,D.McKinley,0,1999,0,0,0,0,1,4,0,0,0,0
976,00-0010994,K.McLeod,0,1999,0,0,0,0,2,5,0,0,0,0
979,00-0011022,D.McNabb,28,1999,216,89,47,313,1,-6,0,0,0,0
980,00-0011024,S.McNair,16,1999,331,159,72,337,0,0,0,0,0,0
982,00-0011044,C.McNown,18,1999,235,704,32,160,0,0,0,0,0,0
985,00-0011068,J.McWilliams,0,1999,0,0,0,0,11,71,0,0,0,0
987,00-0011081,N.Means,0,1999,0,0,112,277,9,51,0,0,0,0
988,00-0011151,E.Metcalf,0,1999,0,0,2,20,11,133,0,0,0,0
990,00-0011187,T.Mickens,0,1999,0,0,0,0,20,261,0,0,0,0
992,00-0011213,G.Milburn,0,1999,0,0,16,102,20,151,0,0,0,0
993,00-0011224,I.Mili,0,1999,0,0,0,0,5,28,0,0,0,0
995,00-0011236,B.Miller,0,1999,0,0,0,0,5,59,0,0,0,0
996,00-0011244,C.Miller,7,1999,81,17,8,40,0,0,0,0,0,0
1000,00-0011276,J.Miller,7,1999,174,399,3,9,0,0,0,0,0,0
1003,00-0011328,E.Mills,0,1999,0,0,1,-1,30,325,0,0,0,0
1004,00-0011333,J.Mills,0,1999,0,0,0,0,3,30,0,0,0,0
1005,00-0011341,B.Milne,0,1999,0,0,3,30,0,0,0,0,0,0
1012,00-0011378,R.Mirer,22,1999,176,236,21,89,0,0,0,0,0,0
1013,00-0011392,B.Mitchell,0,1999,0,0,29,117,6,48,0,0,0,0
1015,00-0011399,B.Mitchell,0,1999,0,0,40,220,31,305,0,0,0,0
1020,00-0011425,P.Mitchell,0,1999,0,0,0,0,58,520,0,0,0,0
1021,00-0011434,S.Mitchell,1,1999,16,61,1,1,0,0,0,0,0,0
1028,00-0011488,R.Monroe,0,1999,0,0,0,0,1,8,0,0,0,0
1030,00-0011506,J.Montgomery,0,1999,0,0,115,348,0,0,0,0,0,0
1032,00-0011524,W.Moon,0,1999,3,0,0,0,0,0,0,0,0,0
1034,00-0011551,D.Moore,0,1999,0,0,0,0,23,276,0,0,0,0
1035,00-0011568,H.Moore,0,1999,0,0,0,0,16,197,0,0,0,0
1039,00-0011601,R.Moore,0,1999,0,0,0,0,37,621,0,0,0,0
1043,00-0011640,M.Moreno,1,1999,7,0,0,0,0,0,0,0,0,0
1044,00-0011641,S.Morey,0,1999,0,0,0,0,0,0,0,0,0,0
1045,00-0011675,B.Morris,0,1999,0,0,120,414,7,37,0,0,0,0
1047,00-0011718,H.Morrow,0,1999,0,0,2,1,0,0,0,0,0,0
1048,00-0011727,J.Morton,0,1999,0,0,0,0,80,1129,0,0,0,0
1050,00-0011754,R.Moss,0,1999,1,0,4,43,80,1413,0,0,0,0
1052,00-0011770,E.Moulds,0,1999,0,0,1,1,65,994,0,0,0,0
1053,00-0011795,M.Muhammad,0,1999,0,0,0,0,96,1253,0,0,0,0
1057,00-0011854,Y.Murphy,0,1999,0,0,0,0,4,28,0,0,0,0
1058,00-0011859,E.Murray,0,1999,0,0,0,0,0,0,9,10,205,82
1059,00-0011869,A.Murrell,0,1999,0,0,193,553,49,335,0,0,0,0
1066,00-0011932,M.Nash,0,1999,0,0,0,0,0,0,0,0,0,0
1068,00-0011958,L.Neal,0,1999,0,0,2,1,7,27,0,0,0,0
1069,00-0011970,J.Nedney,0,1999,0,0,0,0,0,0,7,13,174,96
1083,00-0012261,N.O'Donnell,9,1999,195,128,19,1,0,0,0,0,0,0
1088,00-0012317,A.Ofodile,0,1999,0,0,0,0,4,25,0,0,0,0
1090,00-0012321,J.Ogden,0,1999,0,0,0,0,12,144,0,0,0,0
1095,00-0012368,W.Oliver,0,1999,0,0,8,32,8,74,0,0,0,0
1096,00-0012370,B.Olivo,0,1999,0,0,1,1,4,24,0,0,0,0
1104,00-0012478,T.Owens,0,1999,0,0,0,0,60,754,0,0,0,0
1105,00-0012480,K.Oxendine,0,1999,0,0,141,452,17,172,0,0,0,0
1109,00-0012515,D.Palmer,0,1999,0,0,3,12,4,25,0,0,0,0
1111,00-0012556,D.Parker,0,1999,0,0,36,184,4,15,0,0,0,0
1113,00-0012569,L.Parker,0,1999,0,0,0,0,0,0,0,0,0,0
1116,00-0012603,B.Parmalee,0,1999,0,0,27,133,15,113,0,0,0,0
1120,00-0012637,J.Pathon,0,1999,0,0,0,0,14,163,0,0,0,0
1121,00-0012642,D.Patten,0,1999,0,0,1,27,9,115,0,0,0,0
1126,00-0012726,D.Pederson,20,1999,227,364,20,33,0,0,0,0,0,0
1127,00-0012732,R.Peete,2,1999,17,16,2,-1,0,0,0,0,0,0
1128,00-0012742,D.Pelfrey,0,1999,0,0,0,0,0,0,27,27,568,287
1130,00-0012764,C.Penn,0,1999,0,0,0,0,17,257,0,0,0,0
1131,00-0012809,E.Perry,0,1999,0,0,0,0,3,8,0,0,0,0
1135,00-0012832,W.Perry,0,1999,0,0,48,180,4,26,0,0,0,0
1141,00-0012875,T.Peterson,0,1999,0,0,0,0,0,0,40,32,1208,248
1147,00-0012931,L.Phillips,0,1999,0,0,30,144,15,152,0,0,0,0
1149,00-0012946,D.Philyaw,0,1999,0,0,4,16,2,23,0,0,0,0
1150,00-0012953,C.Pickens,0,1999,1,0,0,0,57,737,0,0,0,0
1151,00-0012971,A.Pierce,0,1999,0,0,0,0,10,99,0,0,0,0
1154,00-0013013,M.Pittman,0,1999,1,0,64,289,16,196,0,0,0,0
1157,00-0013042,J.Plummer,27,1999,381,424,39,121,0,0,0,0,0,0
1158,00-0013080,M.Pollard,0,1999,0,0,0,0,34,374,0,0,0,0
1159,00-0013097,K.Poole,0,1999,0,0,1,14,42,796,0,0,0,0
1169,00-0013173,M.Powell,0,1999,0,0,1,1,0,0,0,0,0,0
1170,00-0013176,R.Powell,0,1999,0,0,1,-14,1,45,0,0,0,0
1171,00-0013214,R.Preston,0,1999,0,0,0,0,0,0,0,0,0,0
1172,00-0013232,P.Price,0,1999,0,0,1,-7,31,393,0,0,0,0
1176,00-0013258,M.Pritchard,0,1999,0,0,0,0,26,375,0,0,0,0
1178,00-0013262,S.Pritchett,0,1999,0,0,47,158,43,312,0,0,0,0
1179,00-0013268,R.Proehl,0,1999,0,0,0,0,31,325,0,0,0,0
1181,00-0013298,A.Pupunu,0,1999,0,0,0,0,4,17,0,0,0,0
1182,00-0013308,L.Purnell,0,1999,0,0,0,0,2,10,0,0,0,0
1191,00-0013422,W.Rasby,0,1999,0,0,0,0,3,19,0,0,0,0
1196,00-0013498,T.Reece,0,1999,0,0,0,0,0,0,0,0,0,0
1197,00-0013499,A.Reed,0,1999,0,0,0,0,52,536,0,0,0,0
1198,00-0013512,J.Reed,0,1999,0,0,0,0,44,643,0,0,0,0
1199,00-0013523,R.Reed,1,1999,0,0,0,0,1,1,0,0,0,0
1205,00-0013622,E.Rhett,0,1999,0,0,236,852,24,169,0,0,0,0
1207,00-0013639,J.Rice,0,1999,1,0,2,13,67,830,0,0,0,0
1212,00-0013694,T.Richardson,0,1999,0,0,84,387,24,141,0,0,0,0
1213,00-0013699,W.Richey,0,1999,0,0,0,0,0,0,23,31,699,49
1215,00-0013712,M.Ricks,0,1999,1,0,2,11,40,429,0,0,0,0
1216,00-0013728,J.Riemersma,0,1999,0,0,0,0,37,496,0,0,0,0
1218,00-0013770,A.Rison,0,1999,0,0,0,0,21,218,0,0,0,0
1219,00-0013773,J.Ritchie,0,1999,0,0,5,12,45,408,0,0,0,0
1221,00-0013785,R.Rivers,0,1999,0,0,82,295,22,173,0,0,0,0
1223,00-0013792,M.Roan,0,1999,0,0,0,0,9,93,0,0,0,0
1234,00-0013888,M.Robinson,0,1999,0,0,0,0,84,1400,0,0,0,0
1237,00-0013958,C.Rogers,0,1999,0,0,0,0,0,0,0,0,0,0
1264,00-0014211,R.Rutledge,0,1999,0,0,0,0,7,66,0,0,0,0
1266,00-0014256,R.Salaam,0,1999,0,0,1,2,0,0,0,0,0,0
1271,00-0014319,C.Sanders,0,1999,0,0,0,0,20,336,0,0,0,0
1273,00-0014328,F.Sanders,0,1999,1,0,0,0,79,954,0,0,0,0
1275,00-0014350,O.Santiago,0,1999,0,0,0,0,15,174,0,0,0,0
1283,00-0014450,C.Schlesinger,0,1999,0,0,43,124,21,151,0,0,0,0
1284,00-0014489,B.Schroeder,0,1999,0,0,0,0,74,1051,0,0,0,0
1290,00-0014544,D.Scott,0,1999,0,0,0,0,68,1022,0,0,0,0
1298,00-0014655,M.Sellers,0,1999,0,0,0,0,7,105,0,0,0,0
1303,00-0014722,S.Sharpe,0,1999,0,0,0,0,23,224,0,0,0,0
1306,00-0014729,B.Shaw,0,1999,0,0,0,0,28,387,0,0,0,0
1307,00-0014733,H.Shaw,0,1999,0,0,9,23,2,31,0,0,0,0
1308,00-0014742,S.Shaw,0,1999,0,0,7,22,3,4,0,0,0,0
1310,00-0014753,K.Shedd,0,1999,0,0,0,0,0,0,0,0,0,0
1311,00-0014759,R.Shehee,0,1999,0,0,65,238,18,136,0,0,0,0
1312,00-0014775,D.Shelton,0,1999,0,0,1,2,12,87,0,0,0,0
1314,00-0014790,L.Shepherd,0,1999,0,0,1,5,23,274,0,0,0,0
1315,00-0014809,P.Shields,0,1999,0,0,0,0,4,37,0,0,0,0
1324,00-0014918,T.Simmons,0,1999,0,0,0,0,19,276,0,0,0,0
1331,00-0015048,D.Sloan,0,1999,0,0,0,0,47,591,0,0,0,0
1332,00-0015053,S.Slutzker,0,1999,0,0,0,0,11,164,0,0,0,0
1333,00-0015063,T.Small,0,1999,2,37,0,0,49,655,0,0,0,0
1337,00-0015082,A.Smith,19,1999,152,67,19,114,1,6,0,0,0,0
1338,00-0015091,A.Smith,0,1999,0,0,165,614,2,32,0,0,0,0
1345,00-0015152,D.Smith,0,1999,0,0,1,7,4,23,0,0,0,0
1346,00-0015161,E.Smith,0,1999,0,0,0,0,0,0,0,0,0,0
1347,00-0015165,E.Smith,0,1999,0,0,329,1397,27,119,0,0,0,0
1351,00-0015195,I.Smith,0,1999,0,0,0,0,24,222,0,0,0,0
1354,00-0015218,J.Smith,0,1999,0,0,0,0,116,1636,0,0,0,0
1356,00-0015242,L.Smith,0,1999,1,0,60,205,20,151,0,0,0,0
1362,00-0015286,R.Smith,0,1999,0,0,221,1015,24,166,0,0,0,0
1363,00-0015290,R.Smith,0,1999,1,0,0,0,79,1020,0,0,0,0
1367,00-0015331,T.Smith,0,1999,0,0,0,0,1,14,0,0,0,0
1369,00-0015362,M.Snider,0,1999,0,0,0,0,0,0,0,0,0,0
1370,00-0015420,J.Sowell,0,1999,1,0,3,5,0,0,0,0,0,0
1374,00-0015452,B.Spence,0,1999,0,0,0,0,3,15,0,0,0,0
1382,00-0015507,B.Stablein,0,1999,0,0,0,0,11,119,0,0,0,0
1384,00-0015523,D.Staley,1,1999,0,0,325,1273,41,294,0,0,0,0
1389,00-0015627,S.Stenstrom,10,1999,100,66,3,15,1,9,0,0,0,0
1392,00-0015655,T.Stephens,0,1999,0,0,24,61,18,133,0,0,0,0
1396,00-0015698,J.Stewart,0,1999,0,0,249,931,21,108,0,0,0,0
1397,00-0015700,K.Stewart,22,1999,275,287,56,258,9,113,0,0,0,0
1400,00-0015723,B.Still,0,1999,0,0,0,0,10,110,0,0,0,0
1402,00-0015751,J.Stokes,0,1999,0,0,0,0,34,429,0,0,0,0
1403,00-0015754,B.Stokley,0,1999,0,0,0,0,0,0,0,0,0,0
1405,00-0015759,D.Stone,0,1999,0,0,2,27,0,0,0,0,0,0
1409,00-0015784,M.Stover,0,1999,0,0,0,0,0,0,30,31,900,75
1410,00-0015791,P.Stoyanovich,0,1999,0,0,0,0,0,0,28,45,736,305
1412,00-0015811,T.Streets,0,1999,0,0,0,0,2,25,0,0,0,0
1415,00-0015830,M.Strong,0,1999,0,0,1,0,1,5,0,0,0,0
1439,00-0016098,F.Taylor,0,1999,0,0,159,732,10,83,0,0,0,0
1447,00-0016193,V.Testaverde,0,1999,15,12,0,0,0,0,0,0,0,0
1450,00-0016214,Y.Thigpen,0,1999,0,0,0,0,38,648,0,0,0,0
1451,00-0016232,C.Thomas,0,1999,0,0,0,0,1,6,0,0,0,0
1458,00-0016296,M.Thomas,0,1999,0,0,0,0,0,0,0,0,0,0
1462,00-0016316,R.Thomas,0,1999,0,0,8,35,10,64,0,0,0,0
1463,00-0016321,R.Thomas,0,1999,0,0,43,164,9,72,0,0,0,0
1464,00-0016331,T.Thomas,0,1999,0,0,36,152,3,37,0,0,0,0
1469,00-0016347,J.Thomason,0,1999,0,0,0,0,14,140,0,0,0,0
1473,00-0016440,J.Thrash,0,1999,0,0,1,37,3,44,0,0,0,0
1477,00-0016534,B.Tolliver,19,1999,267,669,26,142,0,0,0,0,0,0
1478,00-0016538,M.Tomczak,15,1999,258,120,16,19,0,0,0,0,0,0
1481,00-0016550,A.Toomer,0,1999,0,0,1,4,79,1183,0,0,0,0
1490,00-0016654,J.Tucker,0,1999,0,0,1,8,23,439,0,0,0,0
1494,00-0016677,J.Tuman,0,1999,0,0,0,0,0,0,0,0,0,0
1500,00-0016723,K.Turner,0,1999,0,0,6,15,9,46,0,0,0,0
1507,00-0016811,I.Uwaezuoke,0,1999,0,0,0,0,1,5,0,0,0,0
1508,00-0016821,A.Van Dyke,0,1999,0,0,0,0,0,0,0,0,0,0
1510,00-0016830,M.Vanderjagt,0,1999,0,0,0,0,0,0,38,43,1152,91
1511,00-0016837,T.Vanover,0,1999,0,0,0,0,0,0,0,0,0,0
1512,00-0016838,A.Van Pelt,0,1999,1,0,1,-1,0,0,0,0,0,0
1513,00-0016842,T.Vardell,0,1999,0,0,6,6,7,36,0,0,0,0
1516,00-0016919,A.Vinatieri,0,1999,0,0,0,0,0,0,33,30,807,299
1525,00-0016993,F.Wainright,0,1999,0,0,0,0,0,0,0,0,0,0
1530,00-0017027,D.Walker,0,1999,0,0,0,0,7,71,0,0,0,0
1533,00-0017109,W.Walls,0,1999,0,0,0,0,63,822,0,0,0,0
1534,00-0017110,C.Walsh,0,1999,0,0,0,0,2,24,0,0,0,0
1535,00-0017121,S.Walsh,0,1999,13,7,0,0,0,0,0,0,0,0
1538,00-0017160,D.Ward,0,1999,0,0,1,-1,22,325,0,0,0,0
1539,00-0017162,H.Ward,0,1999,0,0,2,-2,61,638,0,0,0,0
1541,00-0017200,K.Warner,26,1999,455,378,22,93,0,0,0,0,0,0
1542,00-0017209,C.Warren,0,1999,0,0,99,403,34,224,0,0,0,0
1543,00-0017218,L.Warren,1,1999,0,0,35,120,29,262,0,0,0,0
1549,00-0017301,E.Watson,0,1999,0,0,4,17,0,0,0,0,0,0
1550,00-0017303,J.Watson,0,1999,0,0,46,174,0,0,0,0,0,0
1551,00-0017322,R.Watters,0,1999,0,0,325,1210,40,387,0,0,0,0
1552,00-0017337,C.Way,0,1999,0,0,49,141,11,59,0,0,0,0
1556,00-0017356,J.Weaver,0,1999,0,0,0,0,11,91,0,0,0,0
1559,00-0017415,C.Weldon,0,1999,0,0,5,-4,0,0,0,0,0,0
1565,00-0017470,M.Westbrook,0,1999,0,0,7,35,65,1191,0,0,0,0
1566,00-0017480,R.Wetnight,0,1999,0,0,0,0,38,277,0,0,0,0
1567,00-0017486,T.Wheatley,0,1999,0,0,242,936,21,196,0,0,0,0
1575,00-0017611,A.Whitted,0,1999,0,0,1,9,0,0,0,0,0,0
1581,00-0017662,J.Wilcox,0,1999,0,0,0,0,6,61,0,0,0,0
1585,00-0017693,J.Wilkins,0,1999,0,0,0,0,0,0,26,61,638,365
1586,00-0017697,T.Wilkins,0,1999,0,0,1,2,42,565,0,0,0,0
1606,00-0017829,J.Williams,0,1999,0,0,0,0,1,20,0,0,0,0
1608,00-0017847,K.Williams,0,1999,0,0,0,0,21,176,0,0,0,0
1609,00-0017860,K.Williams,0,1999,0,0,1,13,31,381,0,0,0,0
1611,00-0017892,M.Williams,0,1999,0,0,24,69,1,12,0,0,0,0
1612,00-0017896,N.Luchey,0,1999,0,0,10,30,10,96,0,0,0,0
1614,00-0017915,R.Williams,0,1999,1,0,253,884,28,172,0,0,0,0
1616,00-0017922,R.Williams,0,1999,0,0,0,0,0,0,0,0,0,0
1617,00-0017924,R.Williams,0,1999,0,0,0,0,23,216,0,0,0,0
1628,00-0018056,R.Wilson,0,1999,0,0,0,0,0,0,0,0,0,0
1636,00-0018141,J.Witman,0,1999,0,0,6,18,12,106,0,0,0,0
1650,00-0018333,D.Wuerffel,5,1999,48,69,2,29,0,0,0,0,0,0
1652,00-0018343,F.Wycheck,0,1999,1,0,0,0,69,641,0,0,0,0
1654,00-0018382,C.Yeast,0,1999,0,0,2,-16,3,20,0,0,0,0
1658,00-0018441,S.Young,8,1999,83,36,11,57,0,0,0,0,0,0
1660,00-0018483,E.Zeier,5,1999,54,7,3,7,0,0,0,0,0,0
1664,00-0018501,A.Zereoue,0,1999,0,0,18,48,2,17,0,0,0,0
1666,00-0018518,S.Zolak,0,1999,4,0,2,-2,0,0,0,0,0,0
1669,00-0018578,R.Neufeld,0,1999,0,0,0,0,0,0,0,0,0,0
1672,00-0018608,R.Davis,0,1999,0,0,0,0,12,137,0,0,0,0
1679,00-0000003,A.al-Jabbar,0,2000,0,0,1,-2,0,0,0,0,0,0
1680,00-0000007,R.Abdullah,0,2000,0,0,16,70,2,14,0,0,0,0
1688,00-0000104,T.Aikman,13,2000,262,231,10,13,0,0,0,0,0,0
1689,00-0000108,D.Akers,0,2000,0,0,1,15,0,0,33,36,1013,167
1694,00-0000145,D.Alexander,0,2000,0,0,3,45,74,1343,0,0,0,0
1696,00-0000166,S.Alexander,0,2000,0,0,0,0,47,510,0,0,0,0
1698,00-0000210,J.Allen,0,2000,0,0,290,1120,39,291,0,0,0,0
1701,00-0000232,T.Allen,0,2000,0,0,46,179,1,7,0,0,0,0
1702,00-0000242,J.Allred,0,2000,0,0,0,0,9,109,0,0,0,0
1703,00-0000251,M.Alstott,0,2000,1,0,131,465,13,93,0,0,0,0
1705,00-0000279,K.Anders,0,2000,0,0,76,331,15,76,0,0,0,0
1706,00-0000282,M.Andersen,0,2000,0,0,0,0,0,0,31,23,944,263
1707,00-0000313,G.Anderson,0,2000,0,0,0,0,0,0,23,45,762,0
1708,00-0000316,J.Anderson,0,2000,0,0,282,1024,42,382,0,0,0,0
1709,00-0000339,R.Anderson,0,2000,0,0,27,63,88,853,0,0,0,0
1712,00-0000387,R.Anthony,0,2000,0,0,0,0,15,232,0,0,0,0
1720,00-0000534,D.Autry,0,2000,0,0,112,334,24,275,0,0,0,0
1721,00-0000552,O.Ayanbadejo,0,2000,0,0,15,37,23,168,0,0,0,0
1725,00-0000598,K.Bailey,0,2000,0,0,0,0,6,62,0,0,0,0
1728,00-0000722,T.Banks,20,2000,274,140,19,57,0,0,0,0,0,0
1730,00-0000727,B.Banta,0,2000,0,0,0,0,0,0,0,0,0,0
1733,00-0000745,T.Barber,0,2000,0,0,213,1006,70,719,0,0,0,0
1735,00-0000765,R.Barlow,0,2000,0,0,0,0,1,28,0,0,0,0
1737,00-0000781,M.Barnes,0,2000,0,0,15,81,1,7,0,0,0,0
1742,00-0000849,M.Bartrum,0,2000,0,0,0,0,0,0,0,0,0,0
1743,00-0000865,C.Batch,41,2000,412,247,44,199,0,0,0,0,0,0
1744,00-0000869,D.Bates,0,2000,0,0,1,-2,4,42,0,0,0,0
1745,00-0000871,M.Bates,0,2000,0,0,31,127,15,109,0,0,0,0
1746,00-0000872,M.Bates,0,2000,0,0,5,13,5,38,0,0,0,0
1747,00-0000883,M.Battaglia,0,2000,0,0,0,0,13,105,0,0,0,0
1748,00-0000911,F.Baxter,0,2000,0,0,0,0,4,22,0,0,0,0
1750,00-0000942,F.Beasley,0,2000,0,0,50,147,31,233,0,0,0,0
1753,00-0001098,B.Bennett,0,2000,0,0,90,324,19,168,0,0,0,0
1756,00-0001102,D.Bennett,0,2000,0,0,27,24,2,17,0,0,0,0
1758,00-0001138,S.Bentley,0,2000,0,0,0,0,0,0,1,0,50,0
1760,00-0001215,J.Bettis,0,2000,2,15,355,1341,13,97,0,0,0,0
1761,00-0001218,S.Beuerlein,62,2000,533,268,44,106,0,0,0,0,0,0
1762,00-0001222,E.Beverly,0,2000,0,0,0,0,0,0,0,0,0,0
1763,00-0001224,T.Biakabutuka,0,2000,0,0,173,627,34,341,0,0,0,0
1769,00-0001272,M.Bishop,0,2000,9,44,7,-1,0,0,0,0,0,0
1770,00-0001281,E.Bjornson,0,2000,0,0,0,0,20,152,0,0,0,0
1772,00-0001317,W.Blackwell,0,2000,0,0,0,0,2,23,0,0,0,0
1774,00-0001335,J.Blake,24,2000,302,107,57,243,0,0,0,0,0,0
1775,00-0001343,C.Blanchard,0,2000,0,0,0,0,0,0,23,19,567,303
1776,00-0001361,D.Bledsoe,45,2000,531,189,47,158,0,0,0,0,0,0
1781,00-0001477,M.Booker,0,2000,0,0,2,-1,47,490,0,0,0,0
1787,00-0001532,D.Boston,0,2000,0,0,3,9,71,1156,0,0,0,0
1792,00-0001582,F.Bownes,0,2000,0,0,0,0,0,0,0,0,0,0
1796,00-0001627,C.Bradford,0,2000,0,0,0,0,0,0,0,0,0,0
1798,00-0001661,K.Brady,0,2000,0,0,0,0,64,729,0,0,0,0
1802,00-0001719,C.Brazzell,0,2000,0,0,0,0,2,12,0,0,0,0
1803,00-0001759,D.Brien,0,2000,0,0,0,0,0,0,29,37,799,216
1805,00-0001766,J.Brigham,0,2000,0,0,0,0,13,107,0,0,0,0
1806,00-0001783,V.Brisby,0,2000,0,0,0,0,4,60,0,0,0,0
1807,00-0001785,B.Brister,1,2000,20,0,5,20,0,0,0,0,0,0
1812,00-0001823,A.Brooks,15,2000,194,139,41,170,0,0,0,0,0,0
1817,00-0001842,M.Brooks,0,2000,0,0,0,0,26,216,0,0,0,0
1818,00-0001848,R.Brooks,0,2000,0,0,0,0,3,51,0,0,0,0
1819,00-0001862,L.Broughton,0,2000,0,0,0,0,12,104,0,0,0,0
1823,00-0001907,D.Brown,10,2000,69,29,1,0,0,0,0,0,0,0
1828,00-0001980,K.Brown,0,2000,0,0,0,0,0,0,30,33,831,217
1830,00-0002005,N.Brown,0,2000,0,0,0,0,9,80,0,0,0,0
1832,00-0002027,R.Brown,0,2000,0,0,3,6,2,9,0,0,0,0
1834,00-0002058,T.Brown,0,2000,0,0,3,12,76,1128,0,0,0,0
1835,00-0002068,T.Brown,0,2000,0,0,6,46,83,944,0,0,0,0
1837,00-0002099,I.Bruce,0,2000,0,0,1,11,87,1471,0,0,0,0
1838,00-0002102,M.Bruener,0,2000,0,0,0,0,17,192,0,0,0,0
1839,00-0002110,M.Brunell,54,2000,512,221,48,236,0,0,0,0,0,0
1844,00-0002159,S.Bryson,0,2000,0,0,156,587,31,239,0,0,0,0
1851,00-0002266,D.Burks,0,2000,0,0,0,0,0,0,0,0,0,0
1860,00-0002380,S.Bush,0,2000,0,0,0,0,3,39,0,0,0,0
1862,00-0002459,K.Bynum,0,2000,0,0,3,9,0,0,0,0,0,0
1863,00-0002469,I.Byrd,0,2000,0,0,0,0,22,241,0,0,0,0
1866,00-0002544,C.Calloway,0,2000,0,0,0,0,5,95,0,0,0,0
1867,00-0002565,D.Campbell,0,2000,0,0,0,0,8,46,0,0,0,0
1869,00-0002586,M.Campbell,0,2000,0,0,0,0,12,80,0,0,0,0
1874,00-0002655,J.Carney,0,2000,0,0,0,0,0,0,23,26,628,177
1878,00-0002713,T.Carter,0,2000,0,0,37,90,9,73,0,0,0,0
1880,00-0002721,C.Carter,0,2000,0,0,0,0,96,1274,0,0,0,0
1885,00-0002787,S.Case,12,2000,91,50,16,117,0,0,0,0,0,0
1886,00-0002846,L.Centers,0,2000,0,0,19,103,81,600,0,0,0,0
1887,00-0002861,B.Chamberlain,0,2000,0,0,0,0,22,283,0,0,0,0
1888,00-0002873,R.Chancey,0,2000,1,0,38,133,1,6,0,0,0,0
1889,00-0002876,C.Chandler,40,2000,331,149,21,60,1,-4,0,0,0,0
1896,00-0002942,D.Chiaverini,0,2000,0,0,0,0,8,68,0,0,0,0
1897,00-0002962,W.Chrebet,0,2000,0,0,3,-3,69,937,0,0,0,0
1898,00-0002970,B.Christian,0,2000,0,0,9,19,44,315,0,0,0,0
1899,00-0002975,S.Christie,0,2000,0,0,0,0,0,0,33,30,784,205
1902,00-0003035,D.Clark,0,2000,0,0,0,0,27,339,0,0,0,0
1903,00-0003039,G.Clark,0,2000,0,0,0,0,38,342,0,0,0,0
1906,00-0003136,M.Cloud,0,2000,0,0,22,63,2,16,0,0,0,0
1909,00-0003142,B.Coates,0,2000,0,0,0,0,9,84,0,0,0,0
1912,00-0003175,M.Cody,0,2000,0,0,0,0,17,212,0,0,0,0
1919,00-0003266,B.Collins,0,2000,0,0,0,0,5,49,0,0,0,0
1921,00-0003292,K.Collins,28,2000,529,204,41,65,0,0,0,0,0,0
1926,00-0003344,G.Comella,0,2000,0,0,10,45,36,274,0,0,0,0
1928,00-0003378,A.Connell,0,2000,0,0,0,0,39,762,0,0,0,0
1929,00-0003395,B.Conway,0,2000,0,0,0,0,0,0,6,8,149,0
